NetC;Brindisi;;;;
Stat;Torchiarolo-Via Fanin;;;;
Parm;SO2;NO2;NOX;PM10;PM2.5
;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;ug/m3;ug/m3
;;;;;
;;;;;
26/06/2020 11:00;6,16;5,27;5,83;;5,09
26/06/2020 12:00;5,94;3,07;3,69;23,20;3,61
26/06/2020 13:00;5,72;2,14;2,43;;3,73
26/06/2020 14:00;5,57;1,94;2,11;14,41;4,71
26/06/2020 15:00;5,52;2,04;2,05;;6,29
26/06/2020 16:00;4,97;1,65;2,02;8,06;6,67
26/06/2020 17:00;4,49;2,64;2,64;;4,97
26/06/2020 18:00;5,68;3,37;3,81;9,28;4,34
26/06/2020 19:00;5,66;3,27;3,57;;4,77
26/06/2020 20:00;5,37;4,79;5,05;10,50;5,99
26/06/2020 21:00;5,40;8,56;9,18;;8,12
26/06/2020 22:00;5,29;22,60;24,47;13,19;8,95
26/06/2020 23:00;5,14;44,05;47,84;;7,24
27/06/2020 00:00;4,94;31,54;35,88;18,80;7,87
27/06/2020 01:00;4,66;29,13;36,44;;8,58
27/06/2020 02:00;5,67;25,52;28,49;23,44;8,44
27/06/2020 03:00;5,30;32,17;49,82;;10,15
27/06/2020 04:00;4,89;29,66;46,46;19,78;14,36
27/06/2020 05:00;5,32;23,66;61,02;;11,25
27/06/2020 06:00;4,96;20,02;47,94;25,89;9,42
27/06/2020 07:00;5,31;20,93;28,26;;9,62
27/06/2020 08:00;5,59;14,87;17,54;25,89;13,41
27/06/2020 09:00;6,64;8,57;9,88;;11,26
27/06/2020 10:00;5,98;4,81;5,45;22,47;6,38
27/06/2020 11:00;6,59;3,70;4,48;;5,69
27/06/2020 12:00;5,95;4,15;4,57;19,78;7,81
27/06/2020 13:00;6,24;;;;9,16
27/06/2020 14:00;5,25;1,57;1,75;14,90;7,35
27/06/2020 15:00;5,42;1,76;2,01;;5,76
27/06/2020 16:00;5,60;;;7,81;4,24
27/06/2020 17:00;5,45;3,17;3,61;;5,00
27/06/2020 18:00;5,18;3,66;4,34;9,04;6,66
27/06/2020 19:00;4,45;2,57;3,07;;6,49
27/06/2020 20:00;5,16;9,26;9,82;5,62;8,66
27/06/2020 21:00;5,17;11,96;13,25;;9,86
27/06/2020 22:00;5,32;12,37;14,62;7,08;12,39
27/06/2020 23:00;5,05;25,43;28,38;;12,53
28/06/2020 00:00;5,39;14,28;16,34;27,84;10,04
28/06/2020 01:00;;6,01;7,23;;8,08
28/06/2020 02:00;5,16;7,85;9,16;28,57;7,16
28/06/2020 03:00;4,79;;;;8,50
28/06/2020 04:00;5,30;12,61;17,86;23,20;11,12
28/06/2020 05:00;5,66;16,24;31,42;;12,06
28/06/2020 06:00;5,04;14,72;37,77;13,43;13,18
28/06/2020 07:00;5,47;10,12;14,38;;12,82
28/06/2020 08:00;4,69;7,82;9,97;13,43;9,41
28/06/2020 09:00;4,73;6,76;7,81;;5,67
28/06/2020 10:00;5,93;2,61;3,04;19,29;4,83
28/06/2020 11:00;5,79;2,43;3,02;;5,56
28/06/2020 12:00;5,81;2,19;2,91;11,97;3,45
28/06/2020 13:00;6,38;1,92;2,37;;0,93
28/06/2020 14:00;5,50;1,91;2,31;7,08;2,48
28/06/2020 15:00;5,69;2,17;2,26;;5,79
28/06/2020 16:00;5,59;1,33;1,73;9,28;7,40
28/06/2020 17:00;5,59;1,97;2,66;;7,29
28/06/2020 18:00;5,13;6,23;7,32;5,62;7,04
28/06/2020 19:00;5,60;5,90;6,13;;8,13
28/06/2020 20:00;4,97;8,95;10,26;5,13;7,42
28/06/2020 21:00;5,62;8,13;9,51;;6,97
28/06/2020 22:00;5,79;7,80;9,62;16,12;9,62
28/06/2020 23:00;5,81;29,03;33,84;;13,62
29/06/2020 00:00;5,69;30,02;42,54;23,93;12,75
29/06/2020 01:00;6,12;26,63;67,20;;10,65
29/06/2020 02:00;5,06;25,78;39,45;28,82;12,04
29/06/2020 03:00;5,17;16,87;20,90;;11,89
29/06/2020 04:00;5,90;30,12;49,26;20,76;11,38
29/06/2020 05:00;6,25;24,50;64,54;;14,72
29/06/2020 06:00;6,37;28,32;54,77;14,16;13,50
29/06/2020 07:00;6,39;33,61;82,63;;18,46
29/06/2020 08:00;5,19;5,82;6,73;14,16;15,03
29/06/2020 09:00;6,06;4,57;5,33;;7,73
29/06/2020 10:00;6,76;4,93;5,41;30,77;6,55
29/06/2020 11:00;7,39;3,50;4,14;;4,43
29/06/2020 12:00;6,67;4,97;5,87;19,29;5,24
29/06/2020 13:00;6,89;4,47;5,26;;5,46
29/06/2020 14:00;6,55;2,29;3,09;10,99;2,41
29/06/2020 15:00;5,91;1,72;1,96;;2,01
29/06/2020 16:00;5,68;2,41;2,76;10,74;3,30
29/06/2020 17:00;5,50;2,08;2,51;;4,57
29/06/2020 18:00;6,12;2,26;2,35;6,11;5,18
29/06/2020 19:00;6,43;2,01;2,11;;5,01
29/06/2020 20:00;6,10;4,03;4,60;4,40;7,31
29/06/2020 21:00;6,33;7,78;8,29;;10,00
29/06/2020 22:00;5,53;29,01;30,57;12,45;10,71
29/06/2020 23:00;6,57;18,55;19,66;;10,16
30/06/2020 00:00;6,40;20,72;22,94;20,02;10,58
30/06/2020 01:00;;36,90;56,92;;10,71
30/06/2020 02:00;5,92;27,86;32,92;26,13;8,78
30/06/2020 03:00;6,20;;;;8,42
30/06/2020 04:00;6,12;22,79;29,25;29,79;8,95
30/06/2020 05:00;5,86;24,50;27,66;;6,92
30/06/2020 06:00;5,42;33,46;46,53;31,50;10,39
30/06/2020 07:00;5,97;17,56;21,54;;17,49
30/06/2020 08:00;5,73;15,99;19,19;31,50;15,91
30/06/2020 09:00;5,76;10,77;12,17;;11,53
30/06/2020 10:00;5,01;12,09;13,63;19,78;13,48
30/06/2020 11:00;4,92;9,31;10,81;;10,54
30/06/2020 12:00;5,70;7,53;8,59;22,95;5,93
30/06/2020 13:00;4,96;5,49;6,38;;9,53
30/06/2020 14:00;3,97;2,97;3,43;17,58;11,28
30/06/2020 15:00;6,69;2,16;2,61;;9,62
30/06/2020 16:00;6,80;2,51;2,80;12,70;6,60
30/06/2020 17:00;5,85;2,26;2,79;;3,63
30/06/2020 18:00;5,99;2,54;2,94;7,33;3,51
30/06/2020 19:00;6,19;3,60;4,05;;9,61
30/06/2020 20:00;6,26;5,71;6,40;12,94;10,77
30/06/2020 21:00;6,15;11,77;12,76;;15,78
30/06/2020 22:00;6,05;25,74;27,88;11,48;11,45
30/06/2020 23:00;6,43;24,08;26,25;;11,90
07/01/20 00:00;5,84;31,73;34,74;26,37;10,73
07/01/20 01:00;5,88;30,17;34,79;;5,10
07/01/20 02:00;6,03;32,14;46,71;21,98;5,24
07/01/20 03:00;6,43;33,99;71,32;;7,93
07/01/20 04:00;6,56;32,14;88,56;20,76;7,37
07/01/20 05:00;5,94;27,09;102,48;;9,92
07/01/20 06:00;5,68;34,00;124,28;19,05;14,29
07/01/20 07:00;6,80;34,82;60,24;;12,89
07/01/20 08:00;5,96;13,76;17,16;19,05;10,47
07/01/20 09:00;6,06;10,82;12,41;;12,81
07/01/20 10:00;6,10;14,56;16,48;32,72;15,41
07/01/20 11:00;5,77;10,96;12,34;;14,28
07/01/20 12:00;5,92;4,91;5,82;25,89;12,98
07/01/20 13:00;6,12;3,93;4,90;;11,51
07/01/20 14:00;7,30;2,25;2,56;28,82;
07/01/20 15:00;6,58;1,69;2,18;;
07/01/20 16:00;6,61;1,96;2,45;14,90;
07/01/20 17:00;5,86;3,03;3,92;;
07/01/20 18:00;6,32;1,95;2,05;18,56;
07/01/20 19:00;6,83;2,54;3,02;;
07/01/20 20:00;6,24;5,90;6,68;15,14;
07/01/20 21:00;6,78;12,36;13,31;;
07/01/20 22:00;6,55;11,33;12,54;13,92;
07/01/20 23:00;6,53;10,69;12,65;;
07/02/20 00:00;6,40;9,56;11,50;18,07;
07/02/20 01:00;;6,41;8,17;;
07/02/20 02:00;5,70;6,81;8,57;33,46;
07/02/20 03:00;5,96;;;;
07/02/20 04:00;6,20;34,41;44,81;43,22;
07/02/20 05:00;6,81;32,99;60,90;;
07/02/20 06:00;6,55;32,28;48,78;24,66;
07/02/20 07:00;6,63;16,89;22,88;;
07/02/20 08:00;6,26;8,01;10,00;24,66;
07/02/20 09:00;7,00;8,67;10,60;;
07/02/20 10:00;6,80;7,97;9,40;31,99;
07/02/20 11:00;6,59;5,66;7,16;;
07/02/20 12:00;3,45;1,79;1,97;28,08;
07/02/20 13:00;6,25;1,94;2,50;;
07/02/20 14:00;6,70;1,75;2,09;15,63;
07/02/20 15:00;7,09;1,93;1,97;;
07/02/20 16:00;7,04;2,50;2,82;11,72;
07/02/20 17:00;2,97;2,04;2,28;;
07/02/20 18:00;3,14;2,41;2,57;7,57;
07/02/20 19:00;3,06;5,18;6,06;;3,98
07/02/20 20:00;3,42;8,88;10,20;12,94;8,90
07/02/20 21:00;3,03;9,16;10,48;;9,21
07/02/20 22:00;2,91;7,93;9,29;28,33;8,97
07/02/20 23:00;2,19;14,81;17,38;;8,88
07/03/20 00:00;3,21;14,36;17,49;31,50;9,69
07/03/20 01:00;1,79;15,81;20,15;;6,97
07/03/20 02:00;2,79;24,50;36,38;27,84;8,92
07/03/20 03:00;0,45;13,97;17,60;;7,54
07/03/20 04:00;2,31;16,39;20,76;27,35;5,70
07/03/20 05:00;2,92;14,30;19,35;;4,96
07/03/20 06:00;3,32;10,90;16,24;30,77;5,17
07/03/20 07:00;3,45;9,09;12,75;;4,38
07/03/20 08:00;3,67;7,42;9,31;37,85;6,47
07/03/20 09:00;3,91;6,99;8,35;;12,48
07/03/20 10:00;2,86;3,89;4,78;19,05;12,34
07/03/20 11:00;3,59;2,53;3,52;;7,86
07/03/20 12:00;3,33;2,08;2,74;9,52;7,62
07/03/20 13:00;3,15;2,97;4,09;;9,83
07/03/20 14:00;2,58;2,12;2,73;6,35;9,55
07/03/20 15:00;2,71;8,16;9,46;;9,21
07/03/20 16:00;2,37;2,29;2,81;11,97;8,63
07/03/20 17:00;3,45;7,44;9,11;;9,12
07/03/20 18:00;3,61;3,82;4,59;22,47;7,54
07/03/20 19:00;2,79;3,32;3,99;;8,76
07/03/20 20:00;3,56;5,64;6,73;19,54;7,52
07/03/20 21:00;2,92;6,98;8,32;;9,81
07/03/20 22:00;4,15;5,54;6,50;26,37;7,36
07/03/20 23:00;3,96;4,65;5,76;;3,11
07/04/20 00:00;4,55;3,99;5,56;35,90;7,13
07/04/20 01:00;;3,60;5,13;;7,92
07/04/20 02:00;3,30;4,48;5,98;31,26;7,41
07/04/20 03:00;3,33;;;;9,80
07/04/20 04:00;3,08;2,51;3,98;36,87;13,93
07/04/20 05:00;2,68;5,02;7,08;;11,37
07/04/20 06:00;3,20;5,23;7,10;27,84;10,47
07/04/20 07:00;2,87;4,30;6,08;;13,96
07/04/20 08:00;2,91;3,99;5,02;18,56;10,50
07/04/20 09:00;3,33;4,23;5,60;;8,73
07/04/20 10:00;3,30;3,33;4,04;10,50;7,75
07/04/20 11:00;3,08;2,94;3,78;;10,82
07/04/20 12:00;2,86;2,66;3,29;6,35;10,24
07/04/20 13:00;2,91;3,73;4,61;;12,02
07/04/20 14:00;3,67;3,12;3,87;10,99;10,33
07/04/20 15:00;3,50;2,31;2,92;;7,92
07/04/20 16:00;3,32;3,02;3,79;15,14;6,56
07/04/20 17:00;2,98;3,15;4,00;;5,61
07/04/20 18:00;3,50;3,38;4,41;26,37;8,52
07/04/20 19:00;3,55;3,31;4,25;;9,42
07/04/20 20:00;3,28;7,37;8,32;26,37;18,35
07/04/20 21:00;3,30;4,09;4,65;;10,01
07/04/20 22:00;2,17;3,30;4,09;14,16;8,87
07/04/20 23:00;3,52;3,23;3,93;;6,41
07/05/20 00:00;3,46;5,95;6,72;19,05;5,24
07/05/20 01:00;3,47;4,65;5,58;;3,56
07/05/20 02:00;2,34;3,66;4,45;21,25;8,01
07/05/20 03:00;2,47;2,77;3,55;;5,83
07/05/20 04:00;3,43;3,70;4,19;26,86;6,33
07/05/20 05:00;3,67;4,64;5,75;;4,26
07/05/20 06:00;3,71;3,37;3,77;14,90;3,71
07/05/20 07:00;3,74;4,77;5,83;;5,01
07/05/20 08:00;3,20;4,39;5,30;13,68;6,84
07/05/20 09:00;3,68;3,76;4,62;;7,31
07/05/20 10:00;3,55;3,04;3,84;8,79;7,34
07/05/20 11:00;3,10;2,31;2,79;;5,39
07/05/20 12:00;3,02;2,68;3,19;8,79;3,29
07/05/20 13:00;3,41;4,24;5,19;;4,42
07/05/20 14:00;3,09;2,89;3,27;5,62;8,53
07/05/20 15:00;3,97;1,75;1,92;;13,27
07/05/20 16:00;3,75;1,96;2,25;9,52;18,86
07/05/20 17:00;3,98;2,54;2,77;;18,21
07/05/20 18:00;3,88;3,08;3,71;18,80;11,83
07/05/20 19:00;3,85;3,71;4,34;;9,15
07/05/20 20:00;3,89;3,18;4,18;30,77;8,88
07/05/20 21:00;3,57;5,00;6,11;;10,51
07/05/20 22:00;2,70;4,00;4,76;27,11;7,43
07/05/20 23:00;3,71;6,55;7,69;;6,22
07/06/20 00:00;4,10;6,50;7,72;35,90;9,94
07/06/20 01:00;;3,82;4,82;;10,95
07/06/20 02:00;3,49;2,61;3,35;33,21;6,92
07/06/20 03:00;3,84;;;;6,43
07/06/20 04:00;2,95;4,50;5,51;22,22;8,89
07/06/20 05:00;4,51;4,87;6,22;;10,00
07/06/20 06:00;3,81;6,13;7,63;17,83;6,84
07/06/20 07:00;3,81;6,12;7,02;;4,27
07/06/20 08:00;3,52;7,43;9,12;24,91;5,04
07/06/20 09:00;3,15;3,03;3,80;;9,58
07/06/20 10:00;2,89;2,82;3,46;14,16;10,11
07/06/20 11:00;3,83;4,13;5,49;;7,09
07/06/20 12:00;3,92;2,24;2,55;8,06;7,01
07/06/20 13:00;3,51;2,36;2,62;;8,40
07/06/20 14:00;3,66;6,75;7,54;5,62;5,29
07/06/20 15:00;3,90;;;;1,34
07/06/20 16:00;;;;3,42;1,19
07/06/20 17:00;3,07;;;;5,59
07/06/20 18:00;3,14;3,79;5,18;2,20;10,92
07/06/20 19:00;3,65;6,81;7,59;;17,63
07/06/20 20:00;3,51;7,70;8,76;12,94;14,24
07/06/20 21:00;3,18;4,10;4,82;;15,96
07/06/20 22:00;3,79;6,59;7,27;26,86;11,03
07/06/20 23:00;4,03;5,26;6,50;;9,04
07/07/20 00:00;3,89;4,61;5,70;33,21;11,20
07/07/20 01:00;1,98;3,31;4,40;;10,79
07/07/20 02:00;3,74;3,58;4,23;27,11;9,07
07/07/20 03:00;3,99;4,04;4,76;;6,96
07/07/20 04:00;3,75;5,05;5,79;15,14;5,09
07/07/20 05:00;4,10;7,62;8,83;;4,15
07/07/20 06:00;3,87;9,18;10,56;11,48;8,56
07/07/20 07:00;3,73;6,47;7,76;;7,27
07/07/20 08:00;3,49;5,00;5,57;6,84;7,04
07/07/20 09:00;3,79;5,09;6,15;;7,31
07/07/20 10:00;3,55;4,78;5,55;10,01;6,52
07/07/20 11:00;3,65;3,87;4,61;;9,15
07/07/20 12:00;3,62;2,86;3,54;9,28;10,09
07/07/20 13:00;3,91;3,51;3,70;;12,02
07/07/20 14:00;3,96;3,34;3,59;15,14;22,06
07/07/20 15:00;3,60;3,27;3,99;;17,77
07/07/20 16:00;4,02;2,75;3,28;20,76;9,98
07/07/20 17:00;3,66;5,36;6,38;;8,36
07/07/20 18:00;3,66;2,25;2,42;18,56;21,63
07/07/20 19:00;1,89;2,62;2,80;;5,49
07/07/20 20:00;2,96;3,67;3,93;23,69;8,47
07/07/20 21:00;3,49;2,18;2,67;;8,36
07/07/20 22:00;3,61;3,01;3,20;21,25;11,54
07/07/20 23:00;3,51;3,39;3,82;;8,65
07/08/20 00:00;3,30;2,04;2,58;21,00;4,98
07/08/20 01:00;;1,78;2,66;;4,04
07/08/20 02:00;3,45;2,30;2,51;18,32;7,28
07/08/20 03:00;3,32;;;;14,20
07/08/20 04:00;3,26;1,98;2,43;14,41;9,72
07/08/20 05:00;3,07;11,42;12,59;;4,80
07/08/20 06:00;2,47;7,28;8,40;10,26;5,10
07/08/20 07:00;3,57;5,35;6,08;;8,20
07/08/20 08:00;3,70;2,66;2,90;21,49;9,39
07/08/20 09:00;4,03;2,84;3,18;;8,12
07/08/20 10:00;3,84;2,68;2,84;11,97;7,41
07/08/20 11:00;3,17;1,93;2,15;;4,61
07/08/20 12:00;2,14;2,13;2,53;7,57;8,65
07/08/20 13:00;2,34;1,43;1,52;;9,73
07/08/20 14:00;2,95;1,71;2,08;7,81;9,25
07/08/20 15:00;2,48;2,80;3,05;;7,00
07/08/20 16:00;3,97;3,26;3,91;14,41;4,28
07/08/20 17:00;4,25;2,42;2,49;;4,25
07/08/20 18:00;4,12;2,63;2,86;10,26;8,38
07/08/20 19:00;3,56;3,72;3,81;;9,04
07/08/20 20:00;2,63;3,81;4,18;6,84;6,98
07/08/20 21:00;3,35;4,19;4,57;;15,73
07/08/20 22:00;3,61;7,12;7,64;20,02;6,46
07/08/20 23:00;3,19;12,16;13,07;;4,66
07/09/20 00:00;3,31;9,44;10,33;20,51;5,14
07/09/20 01:00;3,42;7,86;8,44;;12,84
07/09/20 02:00;3,37;9,38;10,11;15,63;9,68
07/09/20 03:00;3,28;9,39;10,03;;9,18
07/09/20 04:00;3,36;10,74;11,42;23,93;10,27
07/09/20 05:00;3,68;9,11;9,76;;8,22
07/09/20 06:00;3,20;11,19;12,29;20,02;6,06
07/09/20 07:00;3,04;8,15;9,35;;8,27
07/09/20 08:00;3,21;4,50;4,63;16,61;6,66
07/09/20 09:00;3,12;6,18;7,05;;4,37
07/09/20 10:00;3,18;6,80;8,14;9,77;1,81
07/09/20 11:00;3,11;8,05;9,76;;3,87
07/09/20 12:00;3,00;3,56;4,12;6,35;7,55
07/09/20 13:00;2,89;4,95;5,58;;6,86
07/09/20 14:00;3,47;3,49;4,11;11,48;7,28
07/09/20 15:00;3,88;3,92;4,55;;6,25
07/09/20 16:00;3,93;6,59;7,26;10,99;3,23
07/09/20 17:00;3,62;4,24;4,69;;5,78
07/09/20 18:00;3,82;4,74;4,99;8,79;6,94
07/09/20 19:00;3,82;6,07;6,56;;4,58
07/09/20 20:00;3,56;6,21;6,87;10,26;4,83
07/09/20 21:00;3,30;4,22;4,87;;29,66
07/09/20 22:00;3,57;11,69;13,20;21,73;4,64
07/09/20 23:00;3,55;39,57;44,69;;3,13
07/10/20 00:00;3,67;21,47;23,88;30,28;7,46
07/10/20 01:00;;13,80;15,06;;9,32
07/10/20 02:00;3,27;7,39;8,45;27,59;6,48
07/10/20 03:00;3,20;;;;6,12
07/10/20 04:00;3,09;7,71;8,64;23,44;4,48
07/10/20 05:00;3,75;11,39;12,32;;6,19
07/10/20 06:00;3,66;11,47;13,11;12,70;9,41
07/10/20 07:00;3,67;12,50;14,53;;6,25
07/10/20 08:00;3,33;13,42;15,65;9,77;6,63
07/10/20 09:00;3,22;15,30;17,96;;8,37
07/10/20 10:00;3,62;5,21;6,15;6,35;7,75
07/10/20 11:00;2,91;6,41;7,56;;9,56
07/10/20 12:00;3,83;6,55;7,51;8,55;5,43
07/10/20 13:00;4,42;4,27;4,77;;5,71
07/10/20 14:00;4,08;2,36;2,41;5,62;6,61
07/10/20 15:00;3,98;2,24;2,64;;4,82
07/10/20 16:00;3,83;1,26;1,29;10,01;5,68
07/10/20 17:00;3,76;1,85;2,10;;3,36
07/10/20 18:00;3,93;2,01;2,24;6,59;9,05
07/10/20 19:00;3,73;2,40;2,77;;7,90
07/10/20 20:00;3,12;3,57;4,00;10,74;11,74
07/10/20 21:00;3,18;9,65;10,84;;8,43
07/10/20 22:00;3,58;14,23;16,72;19,05;7,41
07/10/20 23:00;3,73;29,66;33,54;;12,79
07/11/20 00:00;3,57;33,49;49,14;22,47;10,49
07/11/20 01:00;3,58;24,94;52,23;;10,11
07/11/20 02:00;3,46;27,04;45,25;18,07;16,37
07/11/20 03:00;3,78;24,82;63,82;;12,78
07/11/20 04:00;4,36;21,06;79,92;27,59;13,06
07/11/20 05:00;4,38;23,83;99,11;;8,53
07/11/20 06:00;4,24;25,28;93,49;22,71;9,58
07/11/20 07:00;3,68;25,49;35,51;;10,61
07/11/20 08:00;3,94;8,45;9,46;20,51;12,89
07/11/20 09:00;4,25;6,09;6,63;;11,74
07/11/20 10:00;4,06;7,96;8,63;15,14;9,43
07/11/20 11:00;3,84;6,69;7,39;;14,64
07/11/20 12:00;3,30;3,22;3,35;18,56;12,04
07/11/20 13:00;3,85;1,95;2,04;;13,90
07/11/20 14:00;4,80;1,36;1,49;10,26;11,92
07/11/20 15:00;4,55;;;;7,00
07/11/20 16:00;5,62;;;17,34;10,51
07/11/20 17:00;6,01;;;;11,83
07/11/20 18:00;6,52;4,29;4,74;14,41;13,30
07/11/20 19:00;5,90;3,47;4,06;;22,73
07/11/20 20:00;5,08;12,19;13,12;18,07;18,82
07/11/20 21:00;4,66;11,12;11,90;;18,63
07/11/20 22:00;3,76;9,35;10,65;30,28;7,77
07/11/20 23:00;3,63;11,16;12,83;;5,61
07/12/20 00:00;3,71;14,19;16,36;31,50;7,14
07/12/20 01:00;;15,48;17,53;;9,25
07/12/20 02:00;3,64;8,23;9,66;28,08;11,09
07/12/20 03:00;3,42;;;;9,69
07/12/20 04:00;3,75;21,25;24,76;21,73;15,48
07/12/20 05:00;3,45;15,30;17,72;;12,68
07/12/20 06:00;3,65;9,71;11,68;18,80;11,70
07/12/20 07:00;4,10;11,80;14,38;;16,51
07/12/20 08:00;3,34;12,65;15,53;20,27;10,86
07/12/20 09:00;3,57;5,36;6,35;;16,39
07/12/20 10:00;3,63;3,85;4,22;19,05;20,14
07/12/20 11:00;3,90;2,24;2,54;;14,87
07/12/20 12:00;3,27;1,84;2,20;14,41;13,28
07/12/20 13:00;2,75;1,83;2,22;;9,57
07/12/20 14:00;2,53;2,02;2,37;20,27;8,36
07/12/20 15:00;2,70;1,66;2,14;;8,53
07/12/20 16:00;3,59;1,58;2,08;22,71;10,97
07/12/20 17:00;3,71;2,16;2,28;;10,50
07/12/20 18:00;3,72;2,25;2,61;16,61;8,22
07/12/20 19:00;3,56;2,29;2,52;;8,77
07/12/20 20:00;3,48;4,82;5,00;18,32;8,06
07/12/20 21:00;3,50;3,41;3,69;;7,69
07/12/20 22:00;3,29;2,82;2,97;16,61;10,38
07/12/20 23:00;3,05;1,71;1,76;;8,26
13/07/2020 00:00;3,31;1,73;1,82;18,07;6,87
13/07/2020 01:00;2,61;2,11;2,19;;6,73
13/07/2020 02:00;3,51;1,81;2,07;17,58;10,00
13/07/2020 03:00;3,64;2,28;2,56;;14,76
13/07/2020 04:00;3,49;1,98;2,41;11,72;10,12
13/07/2020 05:00;4,07;3,83;4,18;;13,03
13/07/2020 06:00;3,57;4,20;5,19;23,20;9,66
13/07/2020 07:00;3,53;4,80;5,88;;14,89
13/07/2020 08:00;3,41;5,69;7,19;25,40;6,35
13/07/2020 09:00;3,67;3,34;3,81;;13,23
13/07/2020 10:00;3,45;3,05;3,37;13,43;11,63
13/07/2020 11:00;4,56;2,16;2,63;;8,06
13/07/2020 12:00;4,58;1,56;1,84;11,48;10,10
13/07/2020 13:00;4,36;3,24;3,66;;9,59
13/07/2020 14:00;4,25;2,69;3,00;10,01;10,03
13/07/2020 15:00;4,30;3,46;3,90;;10,15
13/07/2020 16:00;4,25;2,08;2,57;19,78;7,11
13/07/2020 17:00;4,87;1,58;1,88;;6,73
13/07/2020 18:00;4,53;3,13;3,53;20,02;8,64
13/07/2020 19:00;4,66;4,52;4,52;;6,97
13/07/2020 20:00;4,58;3,02;3,21;18,80;4,83
13/07/2020 21:00;3,62;4,08;4,41;;8,13
13/07/2020 22:00;3,81;3,76;4,13;18,80;8,02
13/07/2020 23:00;4,11;4,34;4,74;;6,86
14/07/2020 00:00;3,78;3,69;4,11;15,38;6,46
14/07/2020 01:00;;4,37;4,57;;8,60
14/07/2020 02:00;3,97;3,55;3,89;12,94;6,70
14/07/2020 03:00;3,59;;;;7,78
14/07/2020 04:00;3,73;4,37;4,91;20,76;7,14
14/07/2020 05:00;4,17;5,13;5,82;;7,04
14/07/2020 06:00;4,04;10,07;11,82;18,32;6,77
14/07/2020 07:00;3,83;9,30;10,87;;13,38
14/07/2020 08:00;3,99;2,78;3,05;14,90;8,66
14/07/2020 09:00;4,14;;;;4,96
14/07/2020 10:00;4,16;1,88;2,17;18,56;7,85
14/07/2020 11:00;3,99;1,69;1,91;;5,27
14/07/2020 12:00;3,90;1,35;1,53;21,49;2,21
14/07/2020 13:00;4,04;1,76;2,24;;5,11
14/07/2020 14:00;4,63;;;19,05;9,64
14/07/2020 15:00;4,67;1,37;1,65;;8,75
14/07/2020 16:00;4,57;;;11,72;6,39
14/07/2020 17:00;4,58;1,78;1,91;;3,67
14/07/2020 18:00;3,94;1,29;1,62;12,70;4,18
14/07/2020 19:00;3,91;1,78;1,95;;8,91
14/07/2020 20:00;3,74;2,72;3,25;13,19;7,89
14/07/2020 21:00;3,78;7,93;8,56;;7,93
14/07/2020 22:00;3,85;42,95;45,79;21,73;11,22
14/07/2020 23:00;4,14;36,27;40,28;;9,18
15/07/2020 00:00;4,36;31,94;36,81;20,27;6,97
15/07/2020 01:00;3,87;26,91;32,55;;5,64
15/07/2020 02:00;4,08;17,30;18,70;25,15;10,91
15/07/2020 03:00;3,91;23,40;25,43;;14,35
15/07/2020 04:00;4,11;36,69;78,22;19,78;12,24
15/07/2020 05:00;4,18;29,17;91,52;;9,21
15/07/2020 06:00;3,45;29,34;96,17;22,22;9,99
15/07/2020 07:00;4,05;35,48;54,96;;18,81
15/07/2020 08:00;3,43;8,98;10,52;36,14;10,37
15/07/2020 09:00;3,65;6,44;7,47;;7,89
15/07/2020 10:00;4,01;4,09;4,90;34,19;8,48
15/07/2020 11:00;3,77;2,55;2,87;;6,66
15/07/2020 12:00;4,45;1,89;2,41;20,02;6,97
15/07/2020 13:00;4,98;1,54;1,58;;5,41
15/07/2020 14:00;5,02;1,57;1,96;13,68;7,38
15/07/2020 15:00;5,28;1,98;2,40;;9,28
15/07/2020 16:00;4,07;1,40;1,43;11,97;7,04
15/07/2020 17:00;4,57;3,40;3,67;;7,28
15/07/2020 18:00;4,30;3,94;4,58;14,65;5,43
15/07/2020 19:00;3,56;3,35;4,24;;5,47
15/07/2020 20:00;4,13;4,08;4,85;14,16;8,70
15/07/2020 21:00;4,07;4,07;5,46;;9,72
15/07/2020 22:00;4,18;5,03;6,45;23,69;8,16
15/07/2020 23:00;3,91;3,83;5,41;;6,60
16/07/2020 00:00;3,98;4,03;5,74;27,59;8,82
16/07/2020 01:00;;3,39;4,03;;11,35
16/07/2020 02:00;3,81;4,12;4,70;22,71;7,55
16/07/2020 03:00;3,77;;;;4,05
16/07/2020 04:00;3,78;19,08;24,22;11,48;5,85
16/07/2020 05:00;3,78;23,66;29,69;;5,58
16/07/2020 06:00;3,77;18,56;22,81;12,94;7,13
16/07/2020 07:00;3,92;11,82;16,01;;6,80
16/07/2020 08:00;3,51;8,35;11,47;9,77;6,73
16/07/2020 09:00;3,80;7,99;9,77;;8,63
16/07/2020 10:00;3,72;6,13;8,13;8,06;7,24
16/07/2020 11:00;3,47;6,58;8,39;;7,04
16/07/2020 12:00;3,86;4,17;5,33;3,91;12,11
16/07/2020 13:00;3,60;2,98;3,96;;10,40
16/07/2020 14:00;3,65;3,25;4,22;3,42;7,65
16/07/2020 15:00;3,76;2,98;4,01;;4,90
16/07/2020 16:00;3,02;3,36;4,37;3,91;4,19
16/07/2020 17:00;3,63;2,82;3,64;;4,54
16/07/2020 18:00;3,95;3,53;4,60;8,55;4,59
