Stat;EN02;;;;;;;
Parm;PM10;PM2.5;NOX;NO;NO2;CO;O3;
Unit;ug/m3;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3 293K;
23/08/20 03:00;10;6;12,01;2,00;9,05;0,40;66,22;
23/08/20 04:00;10;7;27,78;2,10;24,66;0,44;40,97;
23/08/20 05:00;10;7;18,55;2,08;15,47;0,43;49,55;
23/08/20 06:00;10;7;25,06;2,39;21,51;0,45;49,96;
23/08/20 07:00;11;7;28,93;3,23;24,08;0,48;54,36;
23/08/20 08:00;11;7;23,01;3,31;18,04;0,48;74,72;
23/08/20 09:00;13;7;19,35;3,23;14,51;0,42;89,12;
23/08/20 10:00;16;9;12,29;2,43;8,67;0,40;100,87;
23/08/20 11:00;20;15;10,80;2,32;7,35;0,38;109,50;
23/08/20 12:00;23;21;8,79;2,26;5,43;0,36;110,63;
23/08/20 13:00;26;25;8,61;2,27;5,24;0,34;109,85;
23/08/20 14:00;29;29;11,43;2,49;7,69;0,36;114,36;
23/08/20 15:00;28;30;;;;0,36;104,77;
23/08/20 16:00;28;29;10,10;2,36;6,58;;113,24;
23/08/20 17:00;28;28;13,36;2,46;9,70;0,38;115,46;
23/08/20 18:00;29;28;12,28;2,31;8,85;0,38;100,07;
23/08/20 19:00;26;23;16,55;2,18;13,31;0,39;;
23/08/20 20:00;25;18;27,47;2,19;24,21;0,47;76,85;
23/08/20 21:00;24;14;33,67;2,21;30,39;0,57;65,68;
23/08/20 22:00;21;8;47,53;2,23;44,21;0,55;38,98;
23/08/20 23:00;18;7;40,38;2,17;37,17;0,57;41,23;
24/08/20 00:00;20;9;38,03;2,23;34,72;0,59;36,72;
24/08/20 01:00;121;94;59,16;4,45;52,45;1,47;30,92;
24/08/20 02:00;72;56;26,92;2,34;23,44;0,63;35,02;
24/08/20 03:00;171;154;59,82;12,64;40,54;0,82;24,43;
24/08/20 04:00;123;103;24,92;3,15;20,19;0,78;36,29;
24/08/20 05:00;59;41;31,50;3,19;26,72;0,63;38,77;
24/08/20 06:00;52;33;32,11;3,04;27,55;0,63;40,72;
24/08/20 07:00;38;24;45,71;6,25;36,20;0,59;36,86;
24/08/20 08:00;31;20;27,17;4,48;20,43;0,56;50,74;
24/08/20 09:00;31;20;19,20;3,62;13,77;0,54;66,18;
24/08/20 10:00;32;19;12,75;2,79;8,58;0,48;86,29;
24/08/20 11:00;29;20;9,73;2,58;5,88;0,44;91,66;
24/08/20 12:00;31;23;9,44;2,69;5,42;0,44;94,30;
24/08/20 13:00;30;24;6,60;2,35;3,11;0,45;94,13;
24/08/20 14:00;33;26;;;;0,48;79,42;
24/08/20 15:00;32;30;7,83;2,51;4,08;;76,63;
24/08/20 16:00;32;30;9,66;2,57;5,83;0,47;79,90;
24/08/20 17:00;30;30;8,48;2,37;4,95;0,48;78,69;
24/08/20 18:00;31;30;16,24;2,33;12,78;0,50;;
24/08/20 19:00;30;25;18,49;2,21;15,21;0,53;63,98;
24/08/20 20:00;25;21;21,93;2,20;18,67;0,56;56,84;
24/08/20 21:00;20;19;19,03;2,18;15,79;0,56;54,04;
24/08/20 22:00;17;17;18,46;2,14;15,28;0,57;53,85;
24/08/20 23:00;18;15;15,38;2,32;11,94;0,57;49,81;
25/08/20 00:00;19;15;10,39;2,13;7,23;0,59;54,37;
25/08/20 01:00;18;13;11,84;2,07;8,78;0,57;66,68;
25/08/20 02:00;18;11;6,29;2,02;3,30;0,57;66,59;
25/08/20 03:00;17;11;6,27;2,02;3,28;0,56;60,49;
25/08/20 04:00;14;11;17,24;3,20;12,45;0,57;52,82;
25/08/20 05:00;14;10;11,56;2,42;7,95;0,55;62,33;
25/08/20 06:00;17;8;8,95;2,18;5,71;0,55;72,41;
25/08/20 07:00;18;7;20,65;4,96;13,17;0,55;64,38;
25/08/20 08:00;17;6;16,18;3,71;10,63;0,56;68,23;
25/08/20 09:00;16;7;12,59;3,38;7,54;0,54;74,21;
25/08/20 10:00;23;9;19,47;5,25;11,53;0,53;73,66;
25/08/20 11:00;26;12;7,86;2,47;4,17;0,50;77,46;
25/08/20 12:00;31;16;10,84;2,67;6,85;0,48;77,84;
25/08/20 13:00;33;19;;;;0,47;82,49;
25/08/20 14:00;39;24;53,20;18,15;25,58;;75,03;
25/08/20 15:00;40;26;5,76;2,34;2,29;0,47;83,54;
25/08/20 16:00;56;30;5,75;2,34;2,28;0,46;84,93;
25/08/20 17:00;54;29;5,64;2,29;2,24;0,46;;
25/08/20 18:00;44;29;6,40;2,36;2,90;0,47;87,09;
25/08/20 19:00;42;26;5,67;2,14;2,50;0,49;88,60;
25/08/20 20:00;39;20;6,91;2,10;3,80;0,52;84,75;
25/08/20 21:00;34;17;5,85;2,02;2,87;0,54;83,88;
25/08/20 22:00;30;13;6,06;2,01;3,08;0,55;80,72;
25/08/20 23:00;25;9;12,43;2,15;9,25;0,55;64,97;
26/08/20 00:00;25;7;9,99;2,13;6,83;0,56;59,27;
26/08/20 01:00;24;6;8,95;2,03;5,94;0,54;59,39;
26/08/20 02:00;22;7;32,41;4,85;25,07;0,54;44,73;
26/08/20 03:00;21;6;8,75;2,11;5,62;0,54;58,82;
26/08/20 04:00;21;6;10,65;2,15;7,47;0,55;56,49;
26/08/20 05:00;17;6;12,93;2,22;9,63;0,51;62,87;
26/08/20 06:00;16;6;30,99;3,83;25,23;0,51;52,09;
26/08/20 07:00;19;7;49,50;7,86;37,55;0,52;43,94;
26/08/20 08:00;18;7;29,59;5,38;21,45;0,53;64,31;
26/08/20 09:00;19;7;9,96;2,60;6,09;0,54;79,02;
26/08/20 10:00;21;9;12,77;3,30;7,85;0,67;81,61;
26/08/20 11:00;22;13;11,73;3,10;7,08;0,50;85,62;
26/08/20 12:00;23;16;;;;0,43;85,84;
26/08/20 13:00;24;21;7,90;2,68;3,94;;86,53;
26/08/20 14:00;29;27;7,26;2,42;3,66;0,41;86,35;
26/08/20 15:00;29;29;7,75;2,43;4,12;0,41;86,88;
26/08/20 16:00;28;28;8,75;2,46;5,09;0,42;;
26/08/20 17:00;27;26;12,84;2,65;8,89;0,41;87,33;
26/08/20 18:00;26;24;21,37;2,69;17,35;0,42;80,33;
26/08/20 19:00;24;21;19,40;2,19;16,16;0,42;76,71;
26/08/20 20:00;21;16;30,32;2,09;27,22;0,47;63,69;
26/08/20 21:00;16;11;30,77;2,13;27,62;0,51;58,05;
26/08/20 22:00;13;7;28,90;2,94;24,51;0,53;51,23;
26/08/20 23:00;12;7;17,20;2,21;13,92;0,52;57,03;
27/08/20 00:00;10;7;11,92;2,09;8,83;0,54;59,69;
27/08/20 01:00;10;7;9,77;2,00;6,81;0,54;62,12;
27/08/20 02:00;11;7;10,32;1,97;7,40;0,54;61,30;
27/08/20 03:00;12;7;10,84;2,04;7,82;0,54;61,32;
27/08/20 04:00;12;7;13,32;2,20;10,04;0,54;67,44;
27/08/20 05:00;13;7;21,65;2,38;18,12;0,54;51,29;
27/08/20 06:00;15;7;54,72;3,90;48,82;0,58;29,71;
27/08/20 07:00;20;7;93,86;15,83;69,69;0,59;19,08;
27/08/20 08:00;18;7;31,46;4,57;24,56;0,56;63,24;
27/08/20 09:00;22;8;22,75;3,90;16,87;0,53;81,73;
27/08/20 10:00;30;11;36,83;7,28;25,84;0,55;84,33;
27/08/20 11:00;32;16;;;;0,53;99,40;
27/08/20 12:00;33;21;11,25;2,62;7,34;;102,12;
27/08/20 13:00;36;27;11,36;2,67;7,37;0,51;105,74;
27/08/20 14:00;37;30;9,65;2,52;5,89;0,50;108,06;
27/08/20 15:00;35;31;10,85;2,61;6,96;0,48;;
27/08/20 16:00;33;29;19,31;3,29;14,37;0,47;92,54;
27/08/20 17:00;32;27;14,52;2,67;10,53;0,47;94,92;
27/08/20 18:00;30;26;20,49;2,50;16,77;0,47;93,46;
27/08/20 19:00;31;24;21,27;2,25;17,93;0,52;92,36;
27/08/20 20:00;29;19;24,59;2,18;21,36;0,52;78,87;
27/08/20 21:00;27;14;25,73;2,20;22,46;0,55;71,03;
27/08/20 22:00;23;9;30,31;3,19;25,52;0,55;63,07;
27/08/20 23:00;19;7;14,95;2,07;11,88;0,53;83,63;
28/08/20 00:00;16;7;8,27;2,07;5,21;0,53;97,82;
28/08/20 01:00;14;7;9,60;1,98;6,68;0,53;92,18;
28/08/20 02:00;13;7;15,70;2,04;12,68;0,57;75,04;
28/08/20 03:00;14;7;20,84;2,06;17,79;0,57;53,85;
28/08/20 04:00;13;7;17,35;2,05;14,31;0,54;62,74;
28/08/20 05:00;13;7;13,36;2,24;10,03;0,54;65,61;
28/08/20 06:00;15;7;43,53;4,07;37,40;0,59;39,98;
28/08/20 07:00;19;7;71,70;10,61;55,55;0,64;27,88;
28/08/20 08:00;17;7;41,25;6,67;31,14;0,58;57,06;
28/08/20 09:00;17;7;20,50;3,52;15,22;0,55;75,97;
28/08/20 10:00;20;9;;;;0,52;82,90;
28/08/20 11:00;23;14;17,28;3,18;12,52;;94,01;
28/08/20 12:00;26;19;16,89;3,08;12,28;0,51;105,32;
28/08/20 13:00;30;25;17,65;3,07;13,05;0,53;111,94;
28/08/20 14:00;29;25;14,66;2,83;10,42;0,50;;
28/08/20 15:00;30;26;13,61;2,85;9,35;0,48;100,89;
28/08/20 16:00;31;27;15,68;2,98;11,23;0,50;94,76;
28/08/20 17:00;31;27;22,75;3,11;18,09;0,51;88,35;
28/08/20 18:00;30;25;13,39;2,58;9,55;0,48;91,39;
28/08/20 19:00;30;23;9,00;2,32;5,57;0,47;94,35;
28/08/20 20:00;28;19;9,64;2,20;6,38;0,49;90,61;
28/08/20 21:00;24;14;8,43;2,11;5,30;0,51;89,78;
28/08/20 22:00;22;10;8,56;2,14;5,38;0,53;82,86;
28/08/20 23:00;20;8;10,47;2,11;7,34;0,55;75,58;
29/08/20 00:00;18;7;9,66;2,07;6,60;0,58;71,31;
29/08/20 01:00;15;7;12,29;2,05;9,26;0,60;64,84;
29/08/20 02:00;13;7;16,48;2,04;13,46;0,63;55,19;
29/08/20 03:00;15;7;17,75;2,07;14,68;0,61;47,07;
29/08/20 04:00;18;6;16,03;2,05;12,99;0,64;44,88;
29/08/20 05:00;16;6;10,20;2,10;7,09;0,61;54,42;
29/08/20 06:00;15;7;13,29;2,30;9,88;0,65;46,94;
29/08/20 07:00;15;7;12,10;2,65;8,15;0,63;48,65;
29/08/20 08:00;16;7;9,71;3,06;5,20;0,62;56,93;
29/08/20 09:00;16;7;;;;0,59;57,45;
29/08/20 10:00;18;7;8,91;2,73;4,83;;66,38;
29/08/20 11:00;26;7;8,49;2,70;4,47;0,45;75,76;
29/08/20 12:00;33;9;9,13;2,73;5,07;0,43;82,82;
29/08/20 13:00;33;13;9,26;2,72;5,25;0,40;;
29/08/20 14:00;41;20;8,66;2,58;4,84;0,41;90,55;
29/08/20 15:00;39;26;7,47;2,38;3,93;0,44;86,86;
29/08/20 16:00;39;29;7,44;2,42;3,86;0,44;86,46;
29/08/20 17:00;40;30;6,80;2,31;3,37;0,48;86,42;
29/08/20 18:00;40;28;7,05;2,24;3,72;0,50;83,70;
29/08/20 19:00;39;26;6,84;2,17;3,62;0,52;77,76;
29/08/20 20:00;37;21;7,73;2,19;4,48;0,54;75,51;
29/08/20 21:00;34;15;6,07;2,12;2,93;0,56;73,28;
29/08/20 22:00;32;12;6,00;2,17;2,82;0,58;67,36;
29/08/20 23:00;26;10;6,37;2,09;3,27;0,60;62,31;
30/08/20 00:00;22;9;6,78;2,12;3,63;0,60;59,96;
30/08/20 01:00;21;9;6,45;2,02;3,45;0,62;58,02;
30/08/20 02:00;22;7;5,73;1,99;2,78;0,62;56,49;
30/08/20 03:00;21;7;5,31;1,97;2,40;0,62;53,82;
30/08/20 04:00;19;7;5,93;2,03;2,91;0,62;51,22;
30/08/20 05:00;19;7;5,81;1,97;2,88;0,63;52,90;
30/08/20 06:00;19;6;7,05;2,01;4,08;0,63;57,41;
30/08/20 07:00;19;6;7,28;2,15;4,09;0,63;60,09;
30/08/20 08:00;19;6;;;;0,63;64,27;
30/08/20 09:00;21;7;6,64;2,31;3,20;;69,81;
30/08/20 10:00;22;7;6,25;2,28;2,86;0,61;75,18;
30/08/20 11:00;25;10;6,08;2,30;2,67;0,57;79,13;
30/08/20 12:00;26;16;7,45;2,27;4,08;0,53;;
30/08/20 13:00;27;21;6,41;2,32;2,96;0,54;81,40;
30/08/20 14:00;27;25;5,81;2,28;2,42;0,58;81,14;
30/08/20 15:00;28;28;5,51;2,27;2,13;0,52;78,82;
30/08/20 16:00;29;28;6,12;2,32;2,67;0,52;76,49;
30/08/20 17:00;29;26;6,43;2,29;3,03;0,52;77,38;
30/08/20 18:00;27;23;6,27;2,18;3,04;0,51;79,29;
30/08/20 19:00;26;22;6,87;2,17;3,65;0,51;71,74;
30/08/20 20:00;24;18;7,26;2,16;4,05;0,54;66,36;
30/08/20 21:00;21;14;7,44;2,13;4,29;0,56;59,91;
30/08/20 22:00;19;12;8,85;2,15;5,66;0,57;53,08;
30/08/20 23:00;14;9;10,56;2,15;7,38;0,59;50,41;
31/08/20 00:00;10;8;12,36;2,11;9,23;0,60;44,44;
31/08/20 01:00;8;7;11,63;2,14;8,46;0,61;42,40;
31/08/20 02:00;9;6;10,07;2,09;6,98;0,62;39,55;
31/08/20 03:00;11;6;9,92;2,06;6,88;0,63;41,29;
31/08/20 04:00;11;7;8,48;2,08;5,40;0,64;43,48;
31/08/20 05:00;12;7;18,16;2,39;14,61;0,63;39,33;
31/08/20 06:00;12;7;51,83;6,89;41,37;0,68;15,91;
31/08/20 07:00;12;8;;;;0,68;16,79;
31/08/20 08:00;15;8;60,40;12,21;41,84;;29,72;
31/08/20 09:00;22;8;57,60;13,20;37,68;0,63;52,84;
31/08/20 10:00;30;13;95,75;30,12;49,75;0,63;63,50;
31/08/20 11:00;36;21;19,26;4,03;13,19;0,56;;
31/08/20 12:00;45;30;19,97;4,66;12,94;0,55;83,14;
31/08/20 13:00;59;37;17,94;4,75;10,81;0,58;80,63;
31/08/20 14:00;61;40;15,09;4,35;8,53;0,60;73,37;
31/08/20 15:00;55;38;10,37;3,02;5,86;0,59;70,13;
31/08/20 16:00;51;33;7,93;2,31;4,50;0,56;78,50;
31/08/20 17:00;48;29;13,99;2,55;10,19;0,59;73,27;
31/08/20 18:00;45;25;13,73;2,41;10,15;0,62;72,98;
31/08/20 19:00;41;23;13,14;2,17;9,92;0,63;67,30;
31/08/20 20:00;35;21;6,82;2,11;3,69;0,62;70,76;
31/08/20 21:00;32;17;5,42;2,07;2,36;0,62;74,34;
31/08/20 22:00;32;10;7,03;2,05;3,99;0,61;67,96;
31/08/20 23:00;30;7;11,71;2,13;8,55;0,58;62,45;
01/09/20 00:00;27;6;11,59;2,14;8,42;0,60;61,10;
01/09/20 01:00;22;6;8,49;2,11;5,36;0,57;65,55;
01/09/20 02:00;17;6;9,30;2,08;6,22;0,51;70,43;
01/09/20 03:00;14;6;6,57;2,02;3,58;0,49;74,19;
01/09/20 04:00;13;6;10,36;2,36;6,84;0,61;69,45;
01/09/20 05:00;11;6;23,74;2,93;19,35;0,54;56,61;
01/09/20 06:00;10;6;;;;0,52;51,52;
01/09/20 07:00;11;6;36,26;6,15;26,90;;51,06;
01/09/20 08:00;12;6;38,83;9,17;25,06;0,54;55,48;
01/09/20 09:00;12;6;27,23;5,61;18,74;0,52;66,71;
01/09/20 10:00;14;6;22,57;5,11;14,86;0,54;;
01/09/20 11:00;18;6;11,81;3,12;7,14;0,53;78,98;
01/09/20 12:00;20;8;9,08;2,75;4,97;0,52;80,71;
01/09/20 13:00;20;11;7,61;2,52;3,86;0,50;84,17;
01/09/20 14:00;22;16;15,11;4,48;8,36;0,49;91,65;
01/09/20 15:00;22;18;8,45;2,51;4,70;0,47;93,11;
01/09/20 16:00;23;19;9,91;2,66;5,94;0,47;88,33;
01/09/20 17:00;23;19;7,80;2,34;4,33;0,48;87,34;
01/09/20 18:00;23;19;6,53;2,16;3,33;0,50;88,62;
01/09/20 19:00;22;16;5,52;2,04;2,50;0,53;87,82;
01/09/20 20:00;18;11;7,28;1,98;4,34;0,55;83,85;
01/09/20 21:00;13;6;7,47;2,00;4,51;0,55;81,30;
01/09/20 22:00;11;6;10,56;2,03;7,56;0,55;72,05;
01/09/20 23:00;10;6;26,91;2,24;23,59;0,59;51,65;
02/09/20 00:00;10;6;15,99;2,28;12,59;0,59;48,41;
02/09/20 01:00;11;6;12,20;2,04;9,17;0,58;50,02;
02/09/20 02:00;11;6;8,96;2,07;5,89;0,58;51,32;
02/09/20 03:00;11;6;9,15;2,05;6,12;0,56;53,12;
02/09/20 04:00;11;6;12,27;2,31;8,85;0,56;51,24;
02/09/20 05:00;10;6;;;;0,56;51,19;
02/09/20 06:00;10;6;30,39;5,16;22,53;;42,50;
02/09/20 07:00;12;6;55,95;10,66;39,71;0,60;30,16;
02/09/20 08:00;17;7;64,85;14,40;42,91;0,62;36,58;
02/09/20 09:00;16;6;18,94;4,28;12,48;0,59;;
02/09/20 10:00;17;6;11,23;2,81;7,03;0,58;80,58;
02/09/20 11:00;19;8;10,66;2,70;6,63;0,57;84,07;
02/09/20 12:00;19;8;8,53;2,42;4,93;0,56;87,53;
02/09/20 13:00;20;11;10,00;2,67;6,02;0,55;89,79;
02/09/20 14:00;21;13;7,44;2,40;3,87;0,53;91,83;
02/09/20 15:00;21;16;7,25;2,37;3,72;0,51;92,29;
02/09/20 16:00;22;19;7,33;2,37;3,80;0,51;94,43;
02/09/20 17:00;23;20;9,41;2,42;5,81;0,52;94,19;
02/09/20 18:00;22;18;11,44;2,28;8,05;0,53;90,13;
02/09/20 19:00;21;15;16,46;2,12;13,32;0,57;89,46;
02/09/20 20:00;19;10;12,18;2,00;9,22;0,60;85,42;
02/09/20 21:00;16;7;14,32;2,03;11,32;0,61;78,93;
02/09/20 22:00;13;6;16,94;2,06;13,89;0,63;74,28;
02/09/20 23:00;13;6;25,60;2,12;22,47;0,65;51,69;
03/09/20 00:00;15;7;22,93;2,19;19,67;0,65;53,28;
03/09/20 01:00;59;27;16,00;2,12;12,86;0,81;47,32;
03/09/20 02:00;21;10;13,06;2,09;9,96;0,65;53,56;
03/09/20 03:00;21;8;13,58;2,05;10,54;0,65;42,87;
03/09/20 04:00;19;7;;;;0,62;43,83;
03/09/20 05:00;18;7;23,75;2,63;19,83;;42,94;
03/09/20 06:00;24;9;27,67;3,57;22,30;0,65;47,08;
03/09/20 07:00;22;8;55,83;9,85;40,83;0,64;33,71;
03/09/20 08:00;20;7;31,35;5,79;22,57;0,62;;
03/09/20 09:00;25;7;25,41;5,03;17,82;0,64;64,85;
03/09/20 10:00;26;9;27,61;5,14;19,85;0,63;71,61;
03/09/20 11:00;26;10;19,62;3,52;14,33;0,64;78,21;
03/09/20 12:00;33;12;11,02;3,00;6,56;0,61;81,84;
03/09/20 13:00;27;13;12,46;2,74;8,37;0,59;77,57;
03/09/20 14:00;29;15;11,47;2,96;7,05;0,58;79,85;
03/09/20 15:00;27;14;8,89;2,69;4,86;0,58;82,13;
03/09/20 16:00;26;15;11,08;3,30;6,17;0,54;84,10;
03/09/20 17:00;25;16;7,09;2,26;3,73;0,55;86,37;
03/09/20 18:00;24;16;5,92;2,11;2,79;0,56;89,78;
03/09/20 19:00;24;16;7,32;2,06;4,27;0,58;83,44;
03/09/20 20:00;23;12;8,82;2,03;5,81;0,61;75,41;
03/09/20 21:00;18;7;6,74;1,98;3,82;0,60;74,86;
03/09/20 22:00;16;6;8,63;2,02;5,63;0,60;73,05;
03/09/20 23:00;14;6;9,27;2,04;6,26;0,61;75,06;
04/09/20 00:00;12;6;9,91;2,06;6,85;0,63;60,19;
04/09/20 01:00;12;6;9,49;2,03;6,50;0,62;55,86;
04/09/20 02:00;11;6;8,79;2,02;5,80;0,61;56,90;
04/09/20 03:00;10;6;;;;0,61;65,43;
04/09/20 04:00;9;6;6,80;2,02;3,82;;71,98;
04/09/20 05:00;9;6;13,90;2,51;10,12;0,61;63,61;
04/09/20 06:00;9;6;39,25;5,86;30,37;0,62;45,05;
04/09/20 07:00;11;6;38,59;7,06;27,89;0,63;;
04/09/20 08:00;10;6;22,17;5,40;14,06;0,61;72,04;
04/09/20 09:00;11;6;31,19;7,50;19,82;0,61;71,36;
04/09/20 10:00;16;7;21,85;5,11;14,15;0,58;79,19;
04/09/20 11:00;26;8;20,17;5,03;12,58;0,58;80,01;
04/09/20 12:00;41;14;15,27;3,92;9,37;0,57;83,57;
04/09/20 13:00;54;22;15,22;4,08;9,07;0,55;82,42;
04/09/20 14:00;53;28;8,02;2,56;4,20;0,53;87,65;
04/09/20 15:00;49;32;7,59;2,45;3,94;0,51;88,22;
04/09/20 16:00;43;29;8,84;2,56;5,01;0,51;89,90;
04/09/20 17:00;42;29;8,01;2,35;4,50;0,52;92,47;
04/09/20 18:00;41;28;6,65;2,21;3,36;0,54;93,16;
04/09/20 19:00;39;24;6,97;2,09;3,87;0,54;95,67;
04/09/20 20:00;36;19;9,61;2,03;6,60;0,60;93,13;
04/09/20 21:00;30;12;6,50;1,99;3,56;0,57;93,80;
04/09/20 22:00;25;8;7,51;2,01;4,53;0,57;92,46;
04/09/20 23:00;22;6;13,85;2,04;10,83;0,59;69,35;
05/09/20 00:00;19;6;12,98;2,11;9,85;0,58;65,10;
05/09/20 01:00;18;6;9,18;2,02;6,20;0,58;73,00;
05/09/20 02:00;15;6;;;;0,58;76,88;
05/09/20 03:00;14;6;8,03;2,01;5,06;;78,35;
05/09/20 04:00;13;6;7,88;2,01;4,91;0,55;76,10;
05/09/20 05:00;12;6;10,31;2,20;7,06;0,55;74,39;
05/09/20 06:00;11;6;14,11;2,10;11,00;0,56;;
05/09/20 07:00;12;7;19,95;3,29;15,01;0,59;69,49;
05/09/20 08:00;13;7;24,89;4,32;18,37;0,61;72,36;
05/09/20 09:00;14;6;14,72;3,06;10,13;0,58;86,09;
05/09/20 10:00;15;7;13,73;3,00;9,24;0,56;87,77;
05/09/20 11:00;19;9;16,19;3,79;10,48;0,55;87,65;
05/09/20 12:00;26;13;17,64;3,90;11,78;0,54;87,49;
05/09/20 13:00;25;17;8,17;2,29;4,77;0,52;93,35;
05/09/20 14:00;27;22;7,02;2,22;3,72;0,53;94,80;
05/09/20 15:00;28;25;6,45;2,19;3,20;0,52;94,75;
05/09/20 16:00;29;26;6,46;2,22;3,16;0,52;97,61;
05/09/20 17:00;29;27;6,75;2,27;3,38;0,53;100,25;
05/09/20 18:00;29;25;5,99;2,15;2,79;0,55;100,14;
05/09/20 19:00;30;22;6,16;2,10;3,04;0,58;92,08;
05/09/20 20:00;26;16;8,81;2,02;5,82;0,61;88,07;
05/09/20 21:00;22;8;24,60;2,75;20,46;0,62;71,79;
05/09/20 22:00;17;7;19,52;2,15;16,34;0,64;61,83;
05/09/20 23:00;14;7;25,74;2,10;22,63;0,66;47,18;
06/09/20 00:00;14;7;29,58;2,25;26,24;0,67;34,09;
06/09/20 01:00;14;7;;;;0,66;32,42;
06/09/20 02:00;15;7;28,36;2,14;25,18;;30,62;
06/09/20 03:00;15;7;20,11;2,10;17,00;0,64;37,38;
06/09/20 04:00;13;6;9,14;2,06;6,09;0,60;52,70;
06/09/20 05:00;12;6;10,96;2,08;7,88;0,60;;
06/09/20 06:00;13;7;11,33;2,13;8,17;0,60;49,37;
06/09/20 07:00;15;7;12,44;2,49;8,74;0,62;53,06;
06/09/20 08:00;18;8;18,68;3,38;13,61;0,65;59,60;
06/09/20 09:00;17;7;18,32;3,35;13,29;0,64;79,35;
06/09/20 10:00;18;7;26,26;4,30;19,78;0,66;73,37;
06/09/20 11:00;20;7;15,38;2,97;10,94;0,63;96,41;
06/09/20 12:00;22;10;9,89;2,40;6,32;0,61;105,63;
06/09/20 13:00;24;15;12,57;2,69;8,55;0,59;104,33;
06/09/20 14:00;25;19;9,47;2,43;5,85;0,57;106,19;
06/09/20 15:00;26;22;8,74;2,37;5,22;0,55;107,69;
06/09/20 16:00;28;24;7,66;2,21;4,38;0,55;116,26;
06/09/20 17:00;29;26;10,63;2,33;7,17;0,55;115,99;
06/09/20 18:00;30;25;14,13;2,28;10,74;0,57;115,89;
06/09/20 19:00;30;23;17,79;2,20;14,52;0,61;99,15;
06/09/20 20:00;29;19;21,85;2,13;18,69;0,65;87,41;
06/09/20 21:00;25;13;26,97;2,05;23,94;0,69;73,03;
06/09/20 22:00;20;8;19,37;2,06;16,32;0,67;73,88;
06/09/20 23:00;18;7;18,14;2,06;15,08;0,66;71,25;
07/09/20 00:00;19;6;;;;0,69;62,84;
07/09/20 01:00;19;6;10,79;2,18;7,58;;64,60;
07/09/20 02:00;18;6;10,54;2,04;7,52;0,69;57,71;
07/09/20 03:00;20;7;11,95;2,52;8,30;0,70;54,63;
07/09/20 04:00;23;7;10,46;2,23;7,16;0,69;;
07/09/20 05:00;26;7;28,32;2,40;24,74;0,71;38,77;
07/09/20 06:00;29;7;63,58;7,92;51,54;0,75;12,15;
07/09/20 07:00;26;7;69,15;13,18;49,05;0,73;14,83;
07/09/20 08:00;27;8;67,05;13,84;45,94;0,74;36,07;
07/09/20 09:00;21;7;31,62;4,73;24,48;0,68;75,34;
07/09/20 10:00;22;9;25,36;3,93;19,44;0,66;90,95;
07/09/20 11:00;25;13;32,00;4,56;25,11;0,72;91,58;
07/09/20 12:00;29;19;15,18;2,93;10,80;0,66;104,99;
07/09/20 13:00;29;24;13,12;2,79;8,95;0,59;106,68;
07/09/20 14:00;30;28;13,08;2,83;8,85;0,59;104,92;
07/09/20 15:00;31;31;15,17;2,99;10,69;0,62;96,64;
07/09/20 16:00;34;32;23,46;3,44;18,30;0,62;80,02;
07/09/20 17:00;35;31;28,05;2,60;24,17;0,65;78,05;
07/09/20 18:00;34;27;33,11;2,40;29,55;0,68;69,54;
07/09/20 19:00;29;19;30,97;2,19;27,72;0,69;66,36;
07/09/20 20:00;27;15;41,10;2,18;37,87;0,73;53,77;
07/09/20 21:00;25;12;24,48;2,11;21,35;0,71;59,42;
07/09/20 22:00;20;10;13,13;2,04;10,11;0,70;69,17;
07/09/20 23:00;15;8;;;;0,70;67,30;
08/09/20 00:00;13;8;13,95;2,10;10,84;;56,08;
08/09/20 01:00;16;8;11,95;2,06;8,90;0,71;54,40;
08/09/20 02:00;17;8;7,89;2,02;4,89;0,73;74,43;
08/09/20 03:00;19;8;4,51;1,99;1,57;0,72;;
08/09/20 04:00;20;7;5,67;2,01;2,69;0,73;80,09;
08/09/20 05:00;22;7;17,86;2,52;14,10;0,74;57,54;
08/09/20 06:00;25;9;33,26;6,08;24,04;0,76;39,32;
08/09/20 07:00;30;10;54,72;11,46;37,26;0,81;24,92;
08/09/20 08:00;24;8;41,38;8,77;28,10;0,74;52,79;
08/09/20 09:00;24;7;16,40;3,84;10,64;0,72;68,87;
08/09/20 10:00;30;9;13,33;3,15;8,61;0,70;77,88;
08/09/20 11:00;32;12;12,22;3,03;7,68;0,66;80,44;
08/09/20 12:00;32;16;13,19;2,71;9,14;0,63;81,88;
08/09/20 13:00;33;22;8,13;2,66;4,18;0,60;84,94;
08/09/20 14:00;35;27;7,49;2,55;3,69;0,60;84,49;
08/09/20 15:00;36;29;7,14;2,43;3,52;0,62;83,66;
08/09/20 16:00;43;32;6,92;2,37;3,40;0,64;85,36;
08/09/20 17:00;46;33;7,16;2,37;3,64;0,64;88,85;
08/09/20 18:00;44;30;6,82;2,26;3,47;0,65;88,23;
08/09/20 19:00;39;26;6,79;2,19;3,54;0,66;89,31;
08/09/20 20:00;37;22;7,76;2,08;4,67;0,70;83,79;
08/09/20 21:00;30;17;7,24;2,04;4,22;0,72;81,92;
08/09/20 22:00;20;11;;;;0,71;77,90;
