Stat;EN03;;;;;;
Parm;PM10;NOX;NO;NO2;CO;;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;;
29/07/20 02:00;25;15,14;0,74;14,01;0,20;;
29/07/20 03:00;25;11,12;0,66;10,11;0,18;;
29/07/20 04:00;25;7,82;0,52;7,03;0,16;;
29/07/20 05:00;25;13,07;0,91;11,68;0,17;;
29/07/20 06:00;25;50,58;8,84;37,03;0,25;;
29/07/20 07:00;25;49,01;7,94;36,84;0,33;;
29/07/20 08:00;25;64,09;10,73;47,64;0,32;;
29/07/20 09:00;25;37,08;3,56;31,63;0,25;;
29/07/20 10:00;25;32,88;3,44;27,61;0,23;;
29/07/20 11:00;25;21,89;2,27;18,41;0,21;;
29/07/20 12:00;25;22,59;2,39;18,92;0,22;;
29/07/20 13:00;25;20,61;2,12;17,36;0,22;;
29/07/20 14:00;25;16,17;1,50;13,88;0,21;;
29/07/20 15:00;25;23,55;2,26;20,08;0,22;;
29/07/20 16:00;25;26,52;2,34;22,93;0,22;;
29/07/20 17:00;25;34,12;2,65;30,05;0,23;;
29/07/20 18:00;25;35,89;2,04;32,75;0,24;;
29/07/20 19:00;25;47,75;1,51;45,44;0,27;;
29/07/20 20:00;25;43,52;0,76;42,35;0,29;;
29/07/20 21:00;25;24,56;0,57;23,69;0,27;;
29/07/20 22:00;25;31,71;0,77;30,54;0,33;;
29/07/20 23:00;25;38,57;1,53;36,23;0,34;;
30/07/20 00:00;25;34,64;1,40;32,49;0,32;;
30/07/20 01:00;;33,29;1,07;31,65;0,29;;
30/07/20 02:00;;23,08;0,69;22,02;0,27;;
30/07/20 03:00;;19,06;0,73;17,94;0,26;;
30/07/20 04:00;;9,73;0,55;8,88;0,22;;
30/07/20 05:00;;15,35;0,76;14,18;0,24;;
30/07/20 06:00;;56,17;10,80;39,61;0,31;;
30/07/20 07:00;;68,97;13,00;49,05;0,38;;
30/07/20 08:00;;62,09;8,47;49,10;0,41;;
30/07/20 09:00;;38,58;3,94;32,54;0,28;;
30/07/20 10:00;;22,77;2,09;19,56;0,26;;
30/07/20 11:00;;18,62;1,56;16,22;0,25;;
30/07/20 12:00;;18,12;1,60;15,67;0,24;;
30/07/20 13:00;;18,60;1,88;15,73;0,22;;
30/07/20 14:00;;15,06;1,41;12,89;0,20;;
30/07/20 15:00;;20,38;2,17;17,05;0,21;;
30/07/20 16:00;;23,16;2,11;19,92;0,20;;
30/07/20 17:00;;35,75;2,46;31,98;0,21;;
30/07/20 18:00;;35,72;2,29;32,21;0,26;;
30/07/20 19:00;;36,89;1,17;35,10;0,28;;
30/07/20 20:00;;52,37;2,07;49,19;0,31;;
30/07/20 21:00;;64,31;2,86;59,92;0,38;;
30/07/20 22:00;;56,58;1,89;53,68;0,36;;
30/07/20 23:00;;28,42;1,04;26,83;0,31;;
31/07/20 00:00;;33,58;1,40;31,43;0,32;;
31/07/20 01:00;24;26,67;1,15;24,91;0,25;;
31/07/20 02:00;24;39,23;4,49;32,34;0,22;;
31/07/20 03:00;24;37,31;7,49;25,82;0,19;;
31/07/20 04:00;24;22,40;1,75;19,71;0,19;;
31/07/20 05:00;24;15,81;0,92;14,40;0,20;;
31/07/20 06:00;24;48,37;7,23;37,28;0,27;;
31/07/20 07:00;24;57,34;9,31;43,06;0,37;;
31/07/20 08:00;24;109,49;25,58;70,25;0,38;;
31/07/20 09:00;24;93,44;17,45;66,68;0,37;;
31/07/20 10:00;24;88,43;16,11;63,73;0,33;;
31/07/20 11:00;24;27,50;2,78;23,23;0,28;;
31/07/20 12:00;24;23,38;2,13;20,12;0,28;;
31/07/20 13:00;24;18,41;1,57;16,00;0,27;;
31/07/20 14:00;24;18,01;1,70;15,40;0,26;;
31/07/20 15:00;24;19,36;1,93;16,40;0,25;;
31/07/20 16:00;24;19,76;1,86;16,91;0,26;;
31/07/20 17:00;24;16,98;1,30;14,98;0,27;;
31/07/20 18:00;24;23,13;1,12;21,43;0,29;;
31/07/20 19:00;24;28,42;0,71;27,32;0,30;;
31/07/20 20:00;24;53,52;1,17;51,70;0,36;;
31/07/20 21:00;24;34,11;0,89;32,78;0,33;;
31/07/20 22:00;24;36,47;0,97;34,99;0,34;;
31/07/20 23:00;24;33,14;1,20;31,30;0,31;;
01/08/20 00:00;24;21,65;0,62;20,70;0,31;;
01/08/20 01:00;25;16,16;0,64;15,19;0,27;;
01/08/20 02:00;25;23,35;0,61;22,42;0,28;;
01/08/20 03:00;25;17,28;0,69;16,23;0,27;;
01/08/20 04:00;25;18,30;0,83;17,03;0,29;;
01/08/20 05:00;25;32,80;1,17;31,01;0,36;;
01/08/20 06:00;25;51,33;8,88;37,72;0,40;;
01/08/20 07:00;25;40,67;5,00;33,00;0,41;;
01/08/20 08:00;25;27,99;2,63;23,95;0,33;;
01/08/20 09:00;25;22,75;1,87;19,89;0,30;;
01/08/20 10:00;25;19,05;1,69;16,47;0,30;;
01/08/20 11:00;25;20,14;1,70;17,53;0,29;;
01/08/20 12:00;25;18,16;1,76;15,45;0,29;;
01/08/20 13:00;25;21,06;2,26;17,60;0,46;;
01/08/20 14:00;25;10,67;0,94;9,23;0,38;;
01/08/20 15:00;25;11,65;1,24;9,75;0,34;;
01/08/20 16:00;25;10,22;0,95;8,77;0,35;;
01/08/20 17:00;25;13,77;1,14;12,02;0,34;;
01/08/20 18:00;25;14,61;0,95;13,15;0,35;;
01/08/20 19:00;25;16,09;0,81;14,85;0,33;;
01/08/20 20:00;25;18,91;0,84;17,63;0,33;;
01/08/20 21:00;25;19,08;0,82;17,83;0,33;;
01/08/20 22:00;25;13,88;0,65;12,89;0,32;;
01/08/20 23:00;25;17,66;0,67;16,62;0,35;;
02/08/20 00:00;25;19,35;0,80;18,13;0,36;;
02/08/20 01:00;14;15,95;0,61;15,01;0,33;;
02/08/20 02:00;14;11,80;0,55;10,95;0,30;;
02/08/20 03:00;14;10,33;0,53;9,51;0,29;;
02/08/20 04:00;14;7,28;0,51;6,50;0,28;;
02/08/20 05:00;14;7,28;0,51;6,50;0,29;;
02/08/20 06:00;14;11,03;0,61;10,09;0,30;;
02/08/20 07:00;14;16,06;1,23;14,17;0,29;;
02/08/20 08:00;14;13,68;1,29;11,71;0,25;;
02/08/20 09:00;14;12,63;1,31;10,62;0,24;;
02/08/20 10:00;14;12,54;1,32;10,51;0,25;;
02/08/20 11:00;14;10,75;1,10;9,07;0,23;;
02/08/20 12:00;14;10,17;1,02;8,60;0,24;;
02/08/20 13:00;14;9,53;0,88;8,18;0,23;;
02/08/20 14:00;14;6,54;0,56;5,68;0,23;;
02/08/20 15:00;14;6,50;0,53;5,69;0,23;;
02/08/20 16:00;14;7,08;0,50;6,31;0,20;;
02/08/20 17:00;14;9,46;0,61;8,52;0,19;;
02/08/20 18:00;14;12,42;0,59;11,52;0,19;;
02/08/20 19:00;14;14,72;0,25;14,00;0,19;;
02/08/20 20:00;14;22,39;0,25;21,73;0,21;;
02/08/20 21:00;14;42,26;0,89;40,90;0,31;;
02/08/20 22:00;14;34,58;0,95;33,12;0,33;;
02/08/20 23:00;14;35,02;0,99;33,50;0,30;;
03/08/20 00:00;14;15,68;0,62;14,74;0,22;;
03/08/20 01:00;14;15,12;0,77;13,94;0,23;;
03/08/20 02:00;14;12,08;0,53;11,26;0,22;;
03/08/20 03:00;14;9,75;0,64;8,77;0,19;;
03/08/20 04:00;14;8,04;0,53;7,22;0,20;;
03/08/20 05:00;14;7,87;0,51;7,09;0,17;;
03/08/20 06:00;14;11,30;0,68;10,26;0,24;;
03/08/20 07:00;14;16,04;1,15;14,28;0,28;;
03/08/20 08:00;14;16,94;1,79;14,20;0,25;;
03/08/20 09:00;14;20,28;2,40;16,59;0,25;;
03/08/20 10:00;14;15,06;1,51;12,77;0,28;;
03/08/20 11:00;14;13,77;1,35;11,70;0,25;;
03/08/20 12:00;14;13,20;1,37;11,09;0,22;;
03/08/20 13:00;14;11,07;1,15;9,31;0,21;;
03/08/20 14:00;14;6,92;0,73;5,80;0,23;;
03/08/20 15:00;14;6,61;0,74;5,48;0,23;;
03/08/20 16:00;14;7,31;0,63;6,33;0,26;;
03/08/20 17:00;14;9,43;0,74;8,29;0,27;;
03/08/20 18:00;14;9,92;0,87;8,59;0,28;;
03/08/20 19:00;14;8,37;0,71;7,27;0,31;;
03/08/20 20:00;14;7,96;0,77;6,79;0,33;;
03/08/20 21:00;14;7,83;0,72;6,74;0,33;;
03/08/20 22:00;14;5,82;0,63;4,86;0,31;;
03/08/20 23:00;14;6,23;0,60;5,30;0,30;;
04/08/20 00:00;14;9,34;0,82;8,08;0,29;;
04/08/20 01:00;21;8,37;0,62;7,41;0,28;;
04/08/20 02:00;21;7,62;0,59;6,71;0,28;;
04/08/20 03:00;21;7,18;0,56;6,32;0,27;;
04/08/20 04:00;21;5,73;0,58;4,85;0,26;;
04/08/20 05:00;21;7,08;0,55;6,24;0,26;;
04/08/20 06:00;21;10,70;0,76;9,53;0,29;;
04/08/20 07:00;21;17,81;1,45;15,58;0,35;;
04/08/20 08:00;21;13,45;1,19;11,62;0,29;;
04/08/20 09:00;21;19,61;1,77;16,90;0,35;;
04/08/20 10:00;21;17,49;2,46;13,72;0,32;;
04/08/20 11:00;21;13,40;1,27;11,46;0,32;;
04/08/20 12:00;21;10,07;1,15;8,31;0,30;;
04/08/20 13:00;21;8,32;0,95;6,87;0,29;;
04/08/20 14:00;21;7,29;0,76;6,12;0,28;;
04/08/20 15:00;21;9,53;1,18;7,72;0,25;;
04/08/20 16:00;21;8,60;0,90;7,22;0,23;;
04/08/20 17:00;21;9,42;1,17;7,62;0,30;;
04/08/20 18:00;21;12,40;1,42;10,22;0,28;;
04/08/20 19:00;21;14,52;1,32;12,50;0,20;;
04/08/20 20:00;21;21,70;1,31;19,69;0,15;;
04/08/20 21:00;21;18,32;0,87;16,98;0,15;;
04/08/20 22:00;21;20,08;0,76;18,92;0,17;;
04/08/20 23:00;21;13,51;0,74;12,38;0,16;;
05/08/20 00:00;21;21,14;1,93;18,16;0,14;;
05/08/20 01:00;20;12,44;1,18;10,64;0,13;;
05/08/20 02:00;20;4,93;0,25;4,20;0,12;;
05/08/20 03:00;20;6,54;0,52;5,73;0,13;;
05/08/20 04:00;20;12,75;0,56;11,89;0,14;;
05/08/20 05:00;20;15,12;0,74;13,99;0,15;;
05/08/20 06:00;20;26,01;2,37;22,37;0,30;;
05/08/20 07:00;20;41,58;5,68;32,87;0,25;;
05/08/20 08:00;20;34,50;5,61;25,91;0,22;;
05/08/20 09:00;20;19,25;2,56;15,33;0,18;;
05/08/20 10:00;20;23,63;3,19;18,73;0,19;;
05/08/20 11:00;20;16,30;2,02;13,21;0,20;;
05/08/20 12:00;20;18,85;2,19;15,49;0,20;;
05/08/20 13:00;20;19,50;2,49;15,69;0,21;;
05/08/20 14:00;20;29,66;3,71;23,98;0,22;;
05/08/20 15:00;20;26,49;2,48;22,69;0,24;;
05/08/20 16:00;20;17,37;1,16;15,59;0,22;;
05/08/20 17:00;20;23,00;1,60;20,55;0,26;;
05/08/20 18:00;20;22,26;2,08;19,07;0,28;;
05/08/20 19:00;20;21,71;1,62;19,22;0,30;;
05/08/20 20:00;20;23,50;2,71;19,34;0,31;;
05/08/20 21:00;20;15,94;1,22;14,08;0,28;;
05/08/20 22:00;20;12,12;1,17;10,33;0,25;;
05/08/20 23:00;20;10,73;0,92;9,32;0,24;;
06/08/20 00:00;20;9,76;0,81;8,52;0,23;;
06/08/20 01:00;12;9,36;0,74;8,23;0,23;;
06/08/20 02:00;12;8,48;0,74;7,34;0,23;;
06/08/20 03:00;12;9,13;0,75;7,99;0,23;;
06/08/20 04:00;12;10,35;0,70;9,28;0,22;;
06/08/20 05:00;12;10,27;0,72;9,17;0,20;;
06/08/20 06:00;12;27,86;3,29;22,81;0,24;;
06/08/20 07:00;12;23,70;3,66;18,09;0,25;;
06/08/20 08:00;12;35,79;5,33;27,62;0,26;;
06/08/20 09:00;12;35,09;5,58;26,55;0,30;;
06/08/20 10:00;12;29,72;3,40;24,51;0,26;;
06/08/20 11:00;12;25,14;4,14;18,79;0,26;;
06/08/20 12:00;12;33,36;5,24;25,33;0,24;;
06/08/20 13:00;12;26,45;4,43;19,65;0,23;;
06/08/20 14:00;12;22,39;3,53;16,98;0,23;;
06/08/20 15:00;12;25,53;4,26;19,00;0,24;;
06/08/20 16:00;12;25,00;3,93;18,97;0,25;;
06/08/20 17:00;12;21,41;2,70;17,26;0,26;;
06/08/20 18:00;12;23,74;2,42;20,02;0,26;;
06/08/20 19:00;12;22,79;1,79;20,06;0,23;;
06/08/20 20:00;12;24,01;1,39;21,87;0,26;;
06/08/20 21:00;12;15,70;0,81;14,46;0,25;;
06/08/20 22:00;12;10,83;0,59;9,92;0,22;;
06/08/20 23:00;12;14,34;1,51;12,02;0,22;;
07/08/20 00:00;12;11,04;0,60;10,12;0,23;;
07/08/20 01:00;17;8,66;0,56;7,81;0,23;;
07/08/20 02:00;17;8,99;0,57;8,12;0,24;;
07/08/20 03:00;17;6,56;0,55;5,73;0,23;;
07/08/20 04:00;17;7,73;0,61;6,79;0,24;;
07/08/20 05:00;17;13,10;0,70;12,03;0,25;;
07/08/20 06:00;17;39,68;5,63;31,05;0,30;;
07/08/20 07:00;17;26,73;3,89;20,76;0,30;;
07/08/20 08:00;17;26,71;4,91;19,19;0,33;;
07/08/20 09:00;17;25,73;3,85;19,83;0,29;;
07/08/20 10:00;17;37,46;6,25;27,87;0,28;;
07/08/20 11:00;17;30,51;4,80;23,16;0,25;;
07/08/20 12:00;17;27,84;4,45;21,02;0,25;;
07/08/20 13:00;17;23,09;3,38;17,91;0,25;;
07/08/20 14:00;17;22,82;3,22;17,88;0,27;;
07/08/20 15:00;17;22,51;2,99;17,92;0,28;;
07/08/20 16:00;17;22,57;2,43;18,84;0,26;;
07/08/20 17:00;17;28,17;2,69;24,05;0,28;;
07/08/20 18:00;17;27,35;2,60;23,36;0,29;;
07/08/20 19:00;17;23,25;1,52;20,92;0,26;;
07/08/20 20:00;17;33,99;1,19;32,17;0,29;;
07/08/20 21:00;17;23,97;0,95;22,52;0,31;;
07/08/20 22:00;17;13,72;0,66;12,71;0,27;;
07/08/20 23:00;17;10,77;0,67;9,74;0,25;;
08/08/20 00:00;17;;;;0,26;;
08/08/20 01:00;17;9,24;0,60;8,33;0,26;;
08/08/20 02:00;17;9,24;0,65;8,24;0,27;;
08/08/20 03:00;17;6,99;0,54;6,16;0,27;;
08/08/20 04:00;17;7,12;0,50;6,35;0,27;;
08/08/20 05:00;17;11,48;0,71;10,39;0,28;;
08/08/20 06:00;17;16,59;1,14;14,84;0,29;;
08/08/20 07:00;17;18,50;1,96;15,49;0,31;;
08/08/20 08:00;17;20,55;2,44;16,81;0,30;;
08/08/20 09:00;17;23,02;2,89;18,60;0,29;;
08/08/20 10:00;17;18,60;2,62;14,58;0,28;;
08/08/20 11:00;17;17,80;2,48;13,99;0,27;;
08/08/20 12:00;17;15,27;2,09;12,06;0,27;;
08/08/20 13:00;17;14,81;1,96;11,80;0,26;;
08/08/20 14:00;17;11,09;1,34;9,03;0,27;;
08/08/20 15:00;17;9,31;1,03;7,73;0,25;;
08/08/20 16:00;17;11,48;1,11;9,78;0,25;;
08/08/20 17:00;17;14,29;1,38;12,19;0,26;;
08/08/20 18:00;17;15,06;1,19;13,24;0,28;;
08/08/20 19:00;17;17,01;0,87;15,66;0,29;;
08/08/20 20:00;17;18,73;1,00;17,20;0,31;;
08/08/20 21:00;17;13,69;0,77;12,52;0,28;;
08/08/20 22:00;17;10,70;0,67;9,68;0,26;;
08/08/20 23:00;17;10,19;0,63;9,22;0,24;;
09/08/20 00:00;17;10,65;0,65;9,65;0,28;;
09/08/20 01:00;20;11,04;0,54;10,21;0,26;;
09/08/20 02:00;20;10,96;0,55;10,11;0,24;;
09/08/20 03:00;20;7,81;0,52;7,01;0,24;;
09/08/20 04:00;20;9,01;0,25;8,25;0,25;;
09/08/20 05:00;20;14,88;0,62;13,94;0,27;;
09/08/20 06:00;20;18,67;0,96;17,20;0,29;;
09/08/20 07:00;20;29,87;2,65;25,81;0,33;;
09/08/20 08:00;20;18,64;1,83;15,84;0,29;;
09/08/20 09:00;20;12,48;1,43;10,29;0,27;;
09/08/20 10:00;20;13,99;1,86;11,14;0,31;;
09/08/20 11:00;20;14,21;1,70;11,60;0,30;;
09/08/20 12:00;20;11,08;1,29;9,11;0,30;;
09/08/20 13:00;20;9,39;1,04;7,79;0,30;;
09/08/20 14:00;20;6,68;0,76;5,52;0,29;;
09/08/20 15:00;20;7,89;0,81;6,65;0,28;;
09/08/20 16:00;20;8,24;0,75;7,09;0,29;;
09/08/20 17:00;20;10,55;0,84;9,26;0,26;;
09/08/20 18:00;20;16,04;0,93;14,61;0,27;;
09/08/20 19:00;20;16,92;0,79;15,72;0,30;;
09/08/20 20:00;20;17,27;0,78;16,08;0,34;;
09/08/20 21:00;20;14,13;0,65;13,14;0,34;;
09/08/20 22:00;20;14,41;0,65;13,42;0,35;;
09/08/20 23:00;20;14,11;0,59;13,21;0,32;;
10/08/20 00:00;20;10,93;0,57;10,06;0,29;;
10/08/20 01:00;26;7,84;0,50;7,07;0,27;;
10/08/20 02:00;26;6,92;0,25;6,20;0,26;;
10/08/20 03:00;26;7,48;0,25;6,73;0,27;;
10/08/20 04:00;26;10,13;0,25;9,37;0,28;;
10/08/20 05:00;26;17,13;0,59;16,22;0,30;;
10/08/20 06:00;26;24,60;1,38;22,49;0,29;;
10/08/20 07:00;26;34,21;3,32;29,12;0,32;;
10/08/20 08:00;26;35,06;4,38;28,35;0,32;;
10/08/20 09:00;26;27,66;3,37;22,49;0,30;;
10/08/20 10:00;26;24,76;2,98;20,19;0,31;;
10/08/20 11:00;26;20,24;2,42;16,53;0,31;;
10/08/20 12:00;26;17,47;1,87;14,60;0,33;;
10/08/20 13:00;26;12,65;1,27;10,71;0,34;;
10/08/20 14:00;26;13,17;1,38;11,04;0,33;;
10/08/20 15:00;26;13,15;1,30;11,16;0,34;;
10/08/20 16:00;26;11,42;1,01;9,87;0,34;;
10/08/20 17:00;26;12,28;0,92;10,86;0,34;;
10/08/20 18:00;26;22,88;1,36;20,79;0,35;;
10/08/20 19:00;26;24,33;0,93;22,90;0,35;;
10/08/20 20:00;26;27,21;0,60;26,30;0,38;;
10/08/20 21:00;26;36,92;0,92;35,50;0,42;;
10/08/20 22:00;26;38,21;1,25;36,30;0,43;;
10/08/20 23:00;26;24,82;0,82;23,57;0,38;;
11/08/20 00:00;26;19,19;0,89;17,83;0,35;;
11/08/20 01:00;28;17,02;0,74;15,89;0,34;;
11/08/20 02:00;28;14,33;0,80;13,10;0,33;;
11/08/20 03:00;28;9,46;0,61;8,53;0,30;;
11/08/20 04:00;28;7,68;0,52;6,89;0,28;;
11/08/20 05:00;28;10,06;0,64;9,08;0,27;;
11/08/20 06:00;28;23,93;2,44;20,20;0,30;;
11/08/20 07:00;28;36,66;4,68;29,48;0,41;;
11/08/20 08:00;28;28,09;3,08;23,37;0,35;;
11/08/20 09:00;28;24,51;2,39;20,85;0,30;;
11/08/20 10:00;28;33,55;3,88;27,60;0,33;;
11/08/20 11:00;28;26,30;2,65;22,24;0,33;;
11/08/20 12:00;28;18,45;1,74;15,78;0,32;;
11/08/20 13:00;28;15,09;1,38;12,97;0,34;;
11/08/20 14:00;28;15,96;1,51;13,65;0,37;;
11/08/20 15:00;28;13,50;1,17;11,70;0,34;;
11/08/20 16:00;28;13,78;1,11;12,08;0,34;;
11/08/20 17:00;28;20,02;1,41;17,85;0,34;;
11/08/20 18:00;28;21,54;1,03;19,97;0,31;;
11/08/20 19:00;28;44,67;1,04;43,07;0,39;;
11/08/20 20:00;28;51,21;0,83;49,93;0,42;;
11/08/20 21:00;28;46,97;0,78;45,81;0,45;;
11/08/20 22:00;28;29,07;1,31;27,05;0,45;;
11/08/20 23:00;28;29,82;0,97;28,34;0,42;;
12/08/20 00:00;28;26,95;0,94;25,52;0,37;;
12/08/20 01:00;27;26,71;1,47;24,46;0,34;;
12/08/20 02:00;27;16,30;1,09;14,62;0,30;;
12/08/20 03:00;27;10,50;0,59;9,59;0,27;;
12/08/20 04:00;27;10,54;0,62;9,59;0,25;;
12/08/20 05:00;27;12,68;0,78;11,49;0,23;;
12/08/20 06:00;27;50,20;6,07;40,90;0,31;;
12/08/20 07:00;27;40,74;6,11;31,37;0,34;;
12/08/20 08:00;27;61,13;11,73;43,15;0,36;;
12/08/20 09:00;27;32,08;3,54;26,64;0,32;;
12/08/20 10:00;27;22,23;2,24;18,81;0,28;;
12/08/20 11:00;27;16,50;1,71;13,88;0,27;;
12/08/20 12:00;27;16,41;1,69;13,82;0,29;;
12/08/20 13:00;27;14,58;1,48;12,32;0,30;;
12/08/20 14:00;27;15,90;1,82;13,11;0,29;;
12/08/20 15:00;27;14,46;1,51;12,13;0,28;;
12/08/20 16:00;27;15,95;1,44;13,73;0,27;;
12/08/20 17:00;27;23,39;2,00;20,32;0,26;;
12/08/20 18:00;27;17,71;1,15;15,94;0,28;;
12/08/20 19:00;27;20,54;0,88;19,19;0,32;;
12/08/20 20:00;27;25,56;0,72;24,46;0,37;;
12/08/20 21:00;27;27,76;0,88;26,41;0,39;;
12/08/20 22:00;27;34,27;0,85;32,97;0,37;;
12/08/20 23:00;27;38,43;6,23;28,87;0,34;;
13/08/20 00:00;27;27,80;1,83;24,99;0,35;;
13/08/20 01:00;25;30,13;1,01;28,57;0,34;;
13/08/20 02:00;25;20,87;0,98;19,36;0,31;;
13/08/20 03:00;25;14,16;0,66;13,15;0,27;;
13/08/20 04:00;25;13,13;0,60;12,21;0,25;;
13/08/20 05:00;25;15,91;0,86;14,58;0,27;;
13/08/20 06:00;25;24,37;2,52;20,51;0,30;;
13/08/20 07:00;25;40,50;5,90;31,45;0,36;;
13/08/20 08:00;25;31,61;3,92;25,61;0,33;;
13/08/20 09:00;25;19,85;1,94;16,88;0,28;;
13/08/20 10:00;25;27,30;2,86;22,91;0,32;;
13/08/20 11:00;25;21,55;2,23;18,13;0,30;;
13/08/20 12:00;25;14,75;1,58;12,32;0,25;;
13/08/20 13:00;25;12,61;1,34;10,55;0,25;;
13/08/20 14:00;25;12,39;1,22;10,52;0,26;;
13/08/20 15:00;25;13,08;1,30;11,09;0,29;;
13/08/20 16:00;25;14,10;1,41;11,94;0,30;;
13/08/20 17:00;25;21,07;1,67;18,50;0,28;;
13/08/20 18:00;25;26,04;1,50;23,72;0,32;;
13/08/20 19:00;25;29,19;0,91;27,78;0,33;;
13/08/20 20:00;25;31,56;0,74;30,44;0,37;;
13/08/20 21:00;25;20,83;0,73;19,71;0,38;;
13/08/20 22:00;25;23,31;1,76;20,61;0,34;;
13/08/20 23:00;25;19,29;0,99;17,78;0,33;;
14/08/20 00:00;25;16,73;0,74;15,61;0,33;;
14/08/20 01:00;18;14,59;0,67;13,56;0,31;;
14/08/20 02:00;18;10,22;0,64;9,24;0,30;;
14/08/20 03:00;18;15,68;0,58;14,78;0,32;;
14/08/20 04:00;18;12,14;0,56;11,28;0,30;;
14/08/20 05:00;18;19,51;0,65;18,51;0,31;;
14/08/20 06:00;18;31,59;1,92;28,65;0,36;;
14/08/20 07:00;18;31,17;3,03;26,53;0,41;;
14/08/20 08:00;18;21,56;2,19;18,19;0,39;;
14/08/20 09:00;18;13,81;1,15;12,05;0,29;;
14/08/20 10:00;18;25,55;2,23;22,14;0,31;;
14/08/20 11:00;18;25,11;2,06;21,95;0,32;;
14/08/20 12:00;18;19,97;1,58;17,55;0,28;;
14/08/20 13:00;18;14,37;1,20;12,52;0,25;;
14/08/20 14:00;18;11,17;0,96;9,70;0,23;;
14/08/20 15:00;18;11,03;0,91;9,64;0,26;;
14/08/20 16:00;18;13,98;1,06;12,35;0,31;;
14/08/20 17:00;18;9,95;0,78;8,75;0,28;;
14/08/20 18:00;18;8,33;0,70;7,25;0,25;;
14/08/20 19:00;18;8,52;0,71;7,43;0,28;;
14/08/20 20:00;18;12,92;0,76;11,76;0,31;;
14/08/20 21:00;18;15,00;0,82;13,74;0,30;;
14/08/20 22:00;18;16,90;0,96;15,43;0,31;;
14/08/20 23:00;18;20,43;1,19;18,61;0,32;;
15/08/20 00:00;18;12,52;0,68;11,48;0,30;;
15/08/20 01:00;20;10,13;0,73;9,01;0,29;;
15/08/20 02:00;20;7,19;0,57;6,32;0,25;;
15/08/20 03:00;20;10,46;0,63;9,49;0,26;;
15/08/20 04:00;20;12,33;0,58;11,44;0,28;;
15/08/20 05:00;20;10,59;1,09;8,91;0,27;;
15/08/20 06:00;20;8,99;0,74;7,86;0,27;;
15/08/20 07:00;20;18,48;1,74;15,80;0,31;;
15/08/20 08:00;20;22,58;3,27;17,60;0,38;;
15/08/20 09:00;20;15,19;1,91;12,25;0,37;;
15/08/20 10:00;20;15,37;1,88;12,49;0,35;;
15/08/20 11:00;20;12,25;1,40;10,11;0,32;;
15/08/20 12:00;20;10,82;1,33;8,79;0,32;;
15/08/20 13:00;20;9,46;1,21;7,61;0,33;;
15/08/20 14:00;20;6,62;0,91;5,23;0,32;;
15/08/20 15:00;20;5,56;0,78;4,36;0,30;;
15/08/20 16:00;20;6,41;0,85;5,10;0,28;;
15/08/20 17:00;20;7,72;0,98;6,22;0,28;;
15/08/20 18:00;20;9,47;0,84;8,18;0,29;;
15/08/20 19:00;20;10,83;0,83;9,55;0,31;;
15/08/20 20:00;20;16,61;1,00;15,08;0,34;;
15/08/20 21:00;20;11,11;0,83;9,84;0,35;;
15/08/20 22:00;20;12,76;0,84;11,48;0,38;;
15/08/20 23:00;20;13,73;0,81;12,48;0,36;;
16/08/20 00:00;20;15,92;0,73;14,79;0,33;;
16/08/20 01:00;13;11,58;0,79;10,38;0,29;;
16/08/20 02:00;13;9,95;0,67;8,93;0,29;;
16/08/20 03:00;13;8,44;0,69;7,39;0,28;;
16/08/20 04:00;13;7,96;0,70;6,88;0,30;;
16/08/20 05:00;13;10,45;0,74;9,31;0,31;;
16/08/20 06:00;13;12,24;0,88;10,88;0,33;;
16/08/20 07:00;13;11,94;1,27;10,00;0,32;;
16/08/20 08:00;13;15,26;1,77;12,54;0,32;;
16/08/20 09:00;13;14,14;1,62;11,65;0,31;;
16/08/20 10:00;13;12,18;1,42;10,00;0,31;;
16/08/20 11:00;13;10,71;1,31;8,70;0,30;;
16/08/20 12:00;13;8,96;1,16;7,17;0,29;;
16/08/20 13:00;13;8,84;1,10;7,14;0,31;;
16/08/20 14:00;13;8,27;1,09;6,60;0,27;;
16/08/20 15:00;13;6,47;0,93;5,05;0,25;;
16/08/20 16:00;13;9,98;1,16;8,20;0,27;;
16/08/20 17:00;13;11,40;1,12;9,68;0,28;;
16/08/20 18:00;13;8,87;0,80;7,63;0,28;;
16/08/20 19:00;13;13,63;0,78;12,43;0,29;;
16/08/20 20:00;13;12,85;0,69;11,78;0,31;;
16/08/20 21:00;13;14,67;0,74;13,54;0,33;;
