ts;Station;CO;PM10;PM2.5;NO;NOx;NO2;NO3;O3;BENZENE
01/08/20 01:00;Barletta - Casardi;;32;19;0.37;15.88;15.32;;60.67;0.18
01/08/20 02:00;Barletta - Casardi;;32;19;0.15;12.81;12.58;;64.86;0.12
01/08/20 03:00;Barletta - Casardi;;32;19;;;;;66.63;0.06
01/08/20 04:00;Barletta - Casardi;;32;19;0.18;16.08;15.82;;70.51;0.10
01/08/20 05:00;Barletta - Casardi;;32;19;0.25;19.83;19.44;;;0.03
01/08/20 06:00;Barletta - Casardi;;32;19;0.72;22.11;21.01;;59.63;0.01
01/08/20 07:00;Barletta - Casardi;;32;19;1.87;26.86;23.99;;51.66;0.15
01/08/20 08:00;Barletta - Casardi;;32;19;1.95;24.02;21.02;;67.21;0.14
01/08/20 09:00;Barletta - Casardi;;32;19;1.38;18.42;16.32;;88.23;0.14
01/08/20 10:00;Barletta - Casardi;;32;19;1.05;17.29;15.67;;102.39;0.12
01/08/20 11:00;Barletta - Casardi;;32;19;1.05;15.05;13.44;;118.38;0.09
01/08/20 12:00;Barletta - Casardi;;32;19;1.13;17.66;15.92;;118.74;0.09
01/08/20 13:00;Barletta - Casardi;;32;19;1.09;16.52;14.85;;121.52;0.03
01/08/20 14:00;Barletta - Casardi;;32;19;0.53;7.68;6.85;;121.87;0.02
01/08/20 15:00;Barletta - Casardi;;32;19;0.43;5.53;4.85;;110.89;
01/08/20 16:00;Barletta - Casardi;;32;19;0.29;5.42;4.98;;98.19;
01/08/20 17:00;Barletta - Casardi;;32;19;0.52;7.07;6.27;;99.79;
01/08/20 18:00;Barletta - Casardi;;32;19;0.24;6.96;6.59;;99.11;0.01
01/08/20 19:00;Barletta - Casardi;;32;19;0.32;12.65;12.15;;88.05;0.03
01/08/20 20:00;Barletta - Casardi;;32;19;0.35;14.61;14.06;;78.57;0.02
01/08/20 21:00;Barletta - Casardi;;32;19;0.34;23.15;22.63;;65.64;0.01
01/08/20 22:00;Barletta - Casardi;;32;19;0.37;19.50;18.93;;58.46;0.05
01/08/20 23:00;Barletta - Casardi;;32;19;0.20;13.67;13.40;;72.53;
02/08/20 00:00;Barletta - Casardi;;32;19;0.30;13.02;12.56;;82.55;0.02
02/08/20 01:00;Barletta - Casardi;;24;16;0.11;14.33;14.21;;87.86;0.02
02/08/20 02:00;Barletta - Casardi;;24;16;0.22;12.90;12.60;;97.49;
02/08/20 03:00;Barletta - Casardi;;24;16;0.04;9.20;9.25;;101.62;0.01
02/08/20 04:00;Barletta - Casardi;;24;16;0.11;8.50;8.37;;94.60;0.03
02/08/20 05:00;Barletta - Casardi;;24;16;0.20;11.39;11.08;;86.82;0.03
02/08/20 06:00;Barletta - Casardi;;24;16;0.44;13.94;13.26;;83.93;0.01
02/08/20 07:00;Barletta - Casardi;;24;16;0.83;14.68;13.42;;82.51;0.05
02/08/20 08:00;Barletta - Casardi;;24;16;0.86;13.12;11.81;;88.66;0.09
02/08/20 09:00;Barletta - Casardi;;24;16;0.36;7.34;6.78;;98.26;0.01
02/08/20 10:00;Barletta - Casardi;;24;16;0.31;6.56;6.09;;99.67;0.02
02/08/20 11:00;Barletta - Casardi;;24;16;0.73;8.66;7.54;;101.88;0.02
02/08/20 12:00;Barletta - Casardi;;24;16;0.95;10.56;9.10;;103.05;0.01
02/08/20 13:00;Barletta - Casardi;;24;16;0.61;8.67;7.75;;105.79;
02/08/20 14:00;Barletta - Casardi;;24;16;0.37;4.69;4.12;;111.68;
02/08/20 15:00;Barletta - Casardi;;24;16;0.35;4.22;3.69;;112.91;
02/08/20 16:00;Barletta - Casardi;;24;16;0.32;4.54;4.06;;113.13;
02/08/20 17:00;Barletta - Casardi;;24;16;0.33;6.00;5.48;;109.49;0.17
02/08/20 18:00;Barletta - Casardi;;24;16;0.37;6.98;6.40;;111.14;0.01
02/08/20 19:00;Barletta - Casardi;;24;16;0.52;15.11;14.31;;104.94;0.03
02/08/20 20:00;Barletta - Casardi;;24;16;0.28;23.75;23.36;;91.37;0.06
02/08/20 21:00;Barletta - Casardi;;24;16;0.70;41.02;39.95;;71.01;0.17
02/08/20 22:00;Barletta - Casardi;;24;16;1.65;56.48;53.96;;36.97;0.19
02/08/20 23:00;Barletta - Casardi;;24;16;0.70;36.65;35.57;;39.95;0.23
03/08/20 00:00;Barletta - Casardi;;24;16;0.31;19.83;19.34;;49.67;0.05
03/08/20 01:00;Barletta - Casardi;;34;18;0.20;25.53;25.24;;39.35;0.14
03/08/20 02:00;Barletta - Casardi;;34;18;0.86;36.27;34.96;;22.14;0.22
03/08/20 03:00;Barletta - Casardi;;34;18;;;;;25.57;0.26
03/08/20 04:00;Barletta - Casardi;;34;18;0.43;25.14;24.49;;34.60;0.16
03/08/20 05:00;Barletta - Casardi;;34;18;0.81;30.88;29.64;;;0.13
03/08/20 06:00;Barletta - Casardi;;34;18;1.32;28.73;26.70;;38.68;0.06
03/08/20 07:00;Barletta - Casardi;;34;18;5.30;45.94;37.81;;37.52;0.24
03/08/20 08:00;Barletta - Casardi;;34;18;12.55;73.11;53.87;;35.72;0.30
03/08/20 09:00;Barletta - Casardi;;34;18;6.48;43.62;33.68;;53.70;0.31
03/08/20 10:00;Barletta - Casardi;;34;18;2.42;24.41;20.69;;89.49;0.28
03/08/20 11:00;Barletta - Casardi;;34;18;1.55;21.08;18.71;;105.41;0.09
03/08/20 12:00;Barletta - Casardi;;34;18;1.47;20.83;18.58;;122.12;0.10
03/08/20 13:00;Barletta - Casardi;;34;18;1.42;18.78;16.60;;116.94;0.05
03/08/20 14:00;Barletta - Casardi;;34;18;0.67;9.95;8.92;;113.57;
03/08/20 15:00;Barletta - Casardi;;34;18;0.54;9.03;8.19;;110.18;
03/08/20 16:00;Barletta - Casardi;;34;18;1.36;20.94;18.85;;103.04;0.01
03/08/20 17:00;Barletta - Casardi;;34;18;0.33;11.19;10.74;;106.55;0.02
03/08/20 18:00;Barletta - Casardi;;34;18;0.79;20.69;19.47;;80.30;0.08
03/08/20 19:00;Barletta - Casardi;;34;18;1.00;33.26;31.74;;56.46;0.02
03/08/20 20:00;Barletta - Casardi;;34;18;1.11;39.50;37.79;;43.48;0.21
03/08/20 21:00;Barletta - Casardi;;34;18;0.42;15.78;15.14;;55.43;0.04
03/08/20 22:00;Barletta - Casardi;;34;18;0.22;10.05;9.71;;57.31;
03/08/20 23:00;Barletta - Casardi;;34;18;0.35;9.13;8.60;;54.58;
04/08/20 00:00;Barletta - Casardi;;34;18;0.44;11.92;11.25;;55.41;
04/08/20 01:00;Barletta - Casardi;;27;14;0.46;10.76;10.05;;51.00;0.05
04/08/20 02:00;Barletta - Casardi;;27;14;0.32;9.07;8.57;;56.06;
04/08/20 03:00;Barletta - Casardi;;27;14;0.15;9.45;9.36;;61.86;
04/08/20 04:00;Barletta - Casardi;;27;14;0.34;7.19;6.68;;69.57;0.02
04/08/20 05:00;Barletta - Casardi;;27;14;0.24;8.30;7.93;;70.51;
04/08/20 06:00;Barletta - Casardi;;27;14;0.45;13.65;12.96;;62.49;
04/08/20 07:00;Barletta - Casardi;;27;14;1.52;34.60;32.26;;39.51;0.02
04/08/20 08:00;Barletta - Casardi;;27;14;8.03;60.43;48.10;;26.74;0.20
04/08/20 09:00;Barletta - Casardi;;27;14;5.71;37.31;28.56;;52.81;0.12
04/08/20 10:00;Barletta - Casardi;;27;14;2.95;23.09;18.56;;67.06;0.09
04/08/20 11:00;Barletta - Casardi;;27;14;1.81;18.32;15.55;;79.33;0.01
04/08/20 12:00;Barletta - Casardi;;27;14;1.61;17.60;15.15;;78.62;
04/08/20 13:00;Barletta - Casardi;;27;14;0.96;17.06;15.59;;70.19;0.02
04/08/20 14:00;Barletta - Casardi;;27;14;1.16;17.19;15.41;;65.15;
04/08/20 15:00;Barletta - Casardi;;27;14;0.96;10.96;9.49;;76.90;
04/08/20 16:00;Barletta - Casardi;;27;14;0.96;10.67;9.20;;82.83;0.02
04/08/20 17:00;Barletta - Casardi;;27;14;0.83;10.45;9.19;;78.25;0.02
04/08/20 18:00;Barletta - Casardi;;27;14;1.17;16.66;14.86;;71.67;0.04
04/08/20 19:00;Barletta - Casardi;;27;14;0.87;19.71;18.38;;64.85;0.01
04/08/20 20:00;Barletta - Casardi;;27;14;0.72;21.80;20.69;;65.78;0.02
04/08/20 21:00;Barletta - Casardi;;27;14;0.40;15.25;14.64;;68.93;0.04
04/08/20 22:00;Barletta - Casardi;;27;14;0.52;11.04;10.24;;70.23;0.02
04/08/20 23:00;Barletta - Casardi;;27;14;0.39;9.85;9.25;;66.74;0.02
05/08/20 00:00;Barletta - Casardi;;27;14;0.43;9.31;8.65;;66.26;
05/08/20 01:00;Barletta - Casardi;;17;6;0.44;8.59;7.92;;65.64;
05/08/20 02:00;Barletta - Casardi;;17;6;0.52;8.64;7.85;;63.93;0.02
05/08/20 03:00;Barletta - Casardi;;17;6;;;;;62.88;
05/08/20 04:00;Barletta - Casardi;;17;6;0.23;9.71;9.35;;57.39;
05/08/20 05:00;Barletta - Casardi;;17;6;0.39;14.01;13.42;;;
05/08/20 06:00;Barletta - Casardi;;17;6;0.89;15.66;14.29;;50.72;0.04
05/08/20 07:00;Barletta - Casardi;;17;6;1.55;17.07;14.69;;59.92;0.04
05/08/20 08:00;Barletta - Casardi;;17;6;1.96;16.49;13.49;;66.29;0.07
05/08/20 09:00;Barletta - Casardi;;17;6;1.70;13.81;11.20;;75.19;0.04
05/08/20 10:00;Barletta - Casardi;;17;6;1.10;11.55;9.86;;82.18;
05/08/20 11:00;Barletta - Casardi;;17;6;35.13;98.30;44.38;;68.68;
05/08/20 12:00;Barletta - Casardi;;17;6;1.45;15.54;13.32;;89.83;
05/08/20 13:00;Barletta - Casardi;;17;6;0.95;11.12;9.67;;86.36;
05/08/20 14:00;Barletta - Casardi;;17;6;0.92;8.02;6.60;;86.82;
05/08/20 15:00;Barletta - Casardi;;17;6;0.50;6.39;5.63;;89.39;
05/08/20 16:00;Barletta - Casardi;;17;6;0.44;8.97;8.30;;86.58;
05/08/20 17:00;Barletta - Casardi;;17;6;0.58;11.15;10.25;;81.29;0.02
05/08/20 18:00;Barletta - Casardi;;17;6;0.96;23.49;22.03;;64.36;0.11
05/08/20 19:00;Barletta - Casardi;;17;6;0.87;24.07;22.74;;58.70;0.21
05/08/20 20:00;Barletta - Casardi;;17;6;0.88;29.67;28.32;;50.41;0.20
05/08/20 21:00;Barletta - Casardi;;17;6;1.06;26.74;25.10;;39.48;0.13
05/08/20 22:00;Barletta - Casardi;;17;6;0.62;14.49;13.55;;50.26;
05/08/20 23:00;Barletta - Casardi;;17;6;0.35;12.48;11.96;;48.62;
06/08/20 00:00;Barletta - Casardi;;17;6;0.40;11.19;10.56;;48.56;
06/08/20 01:00;Barletta - Casardi;;10;6;0.32;9.80;9.31;;46.35;
06/08/20 02:00;Barletta - Casardi;;10;6;0.30;7.16;6.71;;50.40;0.02
06/08/20 03:00;Barletta - Casardi;;10;6;0.37;7.00;6.43;;54.58;
06/08/20 04:00;Barletta - Casardi;;10;6;0.27;6.58;6.17;;56.69;
06/08/20 05:00;Barletta - Casardi;;10;6;0.32;9.08;8.59;;51.52;
06/08/20 06:00;Barletta - Casardi;;10;6;0.50;13.46;12.69;;45.16;0.02
06/08/20 07:00;Barletta - Casardi;;10;6;1.32;17.19;15.17;;38.54;0.03
06/08/20 08:00;Barletta - Casardi;;10;6;2.23;22.72;19.31;;32.74;0.07
06/08/20 09:00;Barletta - Casardi;;10;6;2.50;29.59;25.76;;29.18;0.17
06/08/20 10:00;Barletta - Casardi;;10;6;6.15;36.39;26.97;;27.14;0.32
06/08/20 11:00;Barletta - Casardi;;10;6;5.25;34.03;25.97;;30.42;0.20
06/08/20 12:00;Barletta - Casardi;;10;6;6.17;28.70;19.23;;47.23;0.27
06/08/20 13:00;Barletta - Casardi;;10;6;1.36;10.08;8.00;;74.54;
06/08/20 14:00;Barletta - Casardi;;10;6;0.71;6.65;5.56;;78.69;
06/08/20 15:00;Barletta - Casardi;;10;6;0.90;7.41;6.04;;76.98;0.02
06/08/20 16:00;Barletta - Casardi;;10;6;0.95;8.46;7.00;;76.96;0.02
06/08/20 17:00;Barletta - Casardi;;10;6;1.02;10.02;8.46;;79.46;0.04
06/08/20 18:00;Barletta - Casardi;;10;6;0.79;12.96;11.75;;77.19;0.07
06/08/20 19:00;Barletta - Casardi;;10;6;0.67;22.27;21.23;;67.59;0.16
06/08/20 20:00;Barletta - Casardi;;10;6;0.68;32.71;31.67;;35.70;0.27
06/08/20 21:00;Barletta - Casardi;;10;6;0.93;32.86;31.43;;4.01;0.28
06/08/20 22:00;Barletta - Casardi;;10;6;0.64;19.81;18.82;;3.55;0.13
06/08/20 23:00;Barletta - Casardi;;10;6;0.44;13.87;13.20;;3.53;
07/08/20 00:00;Barletta - Casardi;;10;6;0.41;9.62;8.99;;3.41;
07/08/20 01:00;Barletta - Casardi;;17;11;0.28;8.82;8.40;;;0.01
07/08/20 02:00;Barletta - Casardi;;17;11;0.19;8.44;8.18;;;0.04
07/08/20 03:00;Barletta - Casardi;;17;11;;;;;;
07/08/20 04:00;Barletta - Casardi;;17;11;0.21;9.70;9.38;;;0.03
07/08/20 05:00;Barletta - Casardi;;17;11;0.39;14.34;13.73;;;
07/08/20 06:00;Barletta - Casardi;;17;11;0.93;17.84;16.41;;;0.04
07/08/20 07:00;Barletta - Casardi;;17;11;2.39;21.78;18.11;;;0.15
07/08/20 08:00;Barletta - Casardi;;17;11;3.34;22.95;17.82;;;0.19
07/08/20 09:00;Barletta - Casardi;;17;11;2.04;15.59;12.46;;;0.09
07/08/20 10:00;Barletta - Casardi;;17;11;1.60;13.84;11.40;;;0.10
07/08/20 11:00;Barletta - Casardi;;17;11;1.59;13.60;11.17;;;0.06
07/08/20 12:00;Barletta - Casardi;;17;11;1.83;14.33;11.53;;;0.03
07/08/20 13:00;Barletta - Casardi;;17;11;1.34;11.48;9.43;;;
07/08/20 14:00;Barletta - Casardi;;17;11;0.74;8.15;7.02;;;0.02
07/08/20 15:00;Barletta - Casardi;;17;11;0.75;8.05;6.90;;;0.01
07/08/20 16:00;Barletta - Casardi;;17;11;0.92;9.03;7.61;;;
07/08/20 17:00;Barletta - Casardi;;17;11;0.99;13.03;11.50;;;
07/08/20 18:00;Barletta - Casardi;;17;11;0.57;13.35;12.49;;;0.06
07/08/20 19:00;Barletta - Casardi;;17;11;0.91;19.17;17.77;;;0.09
07/08/20 20:00;Barletta - Casardi;;17;11;0.36;22.24;21.70;;;0.11
07/08/20 21:00;Barletta - Casardi;;17;11;0.23;18.75;18.40;;;0.08
07/08/20 22:00;Barletta - Casardi;;17;11;0.37;12.11;11.55;;;0.08
07/08/20 23:00;Barletta - Casardi;;17;11;0.35;11.22;10.69;;;
08/08/20 00:00;Barletta - Casardi;;17;11;0.39;10.07;9.48;;;
08/08/20 01:00;Barletta - Casardi;;17;9;0.28;9.95;9.56;;;0.02
08/08/20 02:00;Barletta - Casardi;;17;9;0.31;8.90;8.42;;;
08/08/20 03:00;Barletta - Casardi;;17;9;0.21;9.39;9.11;;;0.02
08/08/20 04:00;Barletta - Casardi;;17;9;0.27;9.67;9.25;;;0.02
08/08/20 05:00;Barletta - Casardi;;17;9;0.27;12.23;11.83;;;
08/08/20 06:00;Barletta - Casardi;;17;9;0.43;13.65;12.98;;;0.03
08/08/20 07:00;Barletta - Casardi;;17;9;1.46;15.79;13.55;;;
08/08/20 08:00;Barletta - Casardi;;17;9;2.19;18.06;14.71;;;0.02
08/08/20 09:00;Barletta - Casardi;;17;9;1.35;12.62;10.55;;;0.19
08/08/20 10:00;Barletta - Casardi;;17;9;1.31;10.95;8.95;;;0.02
08/08/20 11:00;Barletta - Casardi;;17;9;1.10;11.19;9.51;;;0.02
08/08/20 12:00;Barletta - Casardi;;17;9;1.15;12.47;10.70;;;
08/08/20 13:00;Barletta - Casardi;;17;9;0.95;10.30;8.85;;;
08/08/20 14:00;Barletta - Casardi;;17;9;0.62;6.27;5.32;;;
08/08/20 15:00;Barletta - Casardi;;17;9;0.63;6.32;5.34;;;
08/08/20 16:00;Barletta - Casardi;;17;9;0.56;6.10;5.25;;;
08/08/20 17:00;Barletta - Casardi;;17;9;0.68;8.39;7.34;;;
08/08/20 18:00;Barletta - Casardi;;17;9;0.46;10.69;9.98;;;0.05
08/08/20 19:00;Barletta - Casardi;;17;9;0.53;13.19;12.37;;;0.04
08/08/20 20:00;Barletta - Casardi;;17;9;0.33;14.71;14.23;;;0.06
08/08/20 21:00;Barletta - Casardi;;17;9;0.45;30.48;29.79;;;0.11
08/08/20 22:00;Barletta - Casardi;;17;9;0.48;21.76;21.02;;;0.19
08/08/20 23:00;Barletta - Casardi;;17;9;0.46;16.71;16.00;;;0.11
09/08/20 00:00;Barletta - Casardi;;17;9;0.19;13.08;12.79;;;0.03
09/08/20 01:00;Barletta - Casardi;;23;15;0.27;11.76;11.34;;;0.04
09/08/20 02:00;Barletta - Casardi;;23;15;0.32;10.90;10.44;;;0.02
09/08/20 03:00;Barletta - Casardi;;23;15;;;;;;
09/08/20 04:00;Barletta - Casardi;;23;15;0.31;9.97;9.48;;;0.02
09/08/20 05:00;Barletta - Casardi;;23;15;0.40;10.90;10.28;;;
09/08/20 06:00;Barletta - Casardi;;23;15;0.48;13.73;12.99;;;0.04
09/08/20 07:00;Barletta - Casardi;;23;15;1.47;17.44;15.19;;;0.05
09/08/20 08:00;Barletta - Casardi;;23;15;1.89;16.88;13.98;;;0.13
09/08/20 09:00;Barletta - Casardi;;23;15;1.25;11.27;9.36;;;0.06
09/08/20 10:00;Barletta - Casardi;;23;15;0.96;9.17;7.70;;;0.08
09/08/20 11:00;Barletta - Casardi;;23;15;0.86;10.08;8.78;;;0.11
09/08/20 12:00;Barletta - Casardi;;23;15;1.19;11.10;9.28;;;0.06
09/08/20 13:00;Barletta - Casardi;;23;15;0.80;8.83;7.60;;;0.06
09/08/20 14:00;Barletta - Casardi;;23;15;0.49;5.68;4.91;;;
09/08/20 15:00;Barletta - Casardi;;23;15;0.51;5.19;4.40;;;
09/08/20 16:00;Barletta - Casardi;;23;15;0.39;5.32;4.72;;;
09/08/20 17:00;Barletta - Casardi;;23;15;0.43;6.16;5.50;;;
09/08/20 18:00;Barletta - Casardi;;23;15;0.41;8.74;8.12;;;
09/08/20 19:00;Barletta - Casardi;;23;15;0.21;11.31;11.01;;;
09/08/20 20:00;Barletta - Casardi;;23;15;0.39;14.94;14.34;;;0.12
09/08/20 21:00;Barletta - Casardi;;23;15;0.42;21.56;20.92;;;0.33
09/08/20 22:00;Barletta - Casardi;;23;15;0.32;25.78;25.34;;;0.31
09/08/20 23:00;Barletta - Casardi;;23;15;0.41;17.65;17.02;;;0.13
10/08/20 00:00;Barletta - Casardi;;23;15;0.23;11.96;11.61;;;0.08
10/08/20 01:00;Barletta - Casardi;;26;16;0.27;8.65;8.29;;;0.05
10/08/20 02:00;Barletta - Casardi;;26;16;0.25;6.92;6.58;;;0.03
10/08/20 03:00;Barletta - Casardi;;26;16;0.26;7.34;6.95;;;0.02
10/08/20 04:00;Barletta - Casardi;;26;16;0.23;7.92;7.56;;;0.03
10/08/20 05:00;Barletta - Casardi;;26;16;0.29;11.13;10.69;;;
10/08/20 06:00;Barletta - Casardi;;26;16;0.43;14.12;13.45;;;0.02
10/08/20 07:00;Barletta - Casardi;;26;16;1.53;21.96;19.60;;;0.05
10/08/20 08:00;Barletta - Casardi;;26;16;1.67;16.81;14.25;;;0.12
10/08/20 09:00;Barletta - Casardi;;26;16;2.11;18.77;15.54;;;0.14
10/08/20 10:00;Barletta - Casardi;;26;16;1.45;15.63;13.41;;;0.08
10/08/20 11:00;Barletta - Casardi;;26;16;1.43;16.07;13.87;;;0.10
10/08/20 12:00;Barletta - Casardi;;26;16;1.08;12.44;10.78;;;0.06
10/08/20 13:00;Barletta - Casardi;;26;16;1.03;10.41;8.83;;;0.02
10/08/20 14:00;Barletta - Casardi;;26;16;0.56;6.05;5.20;;102.78;0.03
10/08/20 15:00;Barletta - Casardi;;26;16;0.68;6.75;5.72;;101.67;
10/08/20 16:00;Barletta - Casardi;;26;16;0.62;7.28;6.32;;101.00;0.03
10/08/20 17:00;Barletta - Casardi;;26;16;0.50;7.89;7.11;;97.63;0.09
10/08/20 18:00;Barletta - Casardi;;26;16;0.40;9.85;9.22;;97.41;0.09
10/08/20 19:00;Barletta - Casardi;;26;16;0.36;15.46;14.90;;91.40;0.07
10/08/20 20:00;Barletta - Casardi;;26;16;1.76;31.42;28.72;;81.34;0.04
10/08/20 21:00;Barletta - Casardi;;26;16;0.35;27.25;26.71;;78.60;0.19
10/08/20 22:00;Barletta - Casardi;;26;16;0.40;22.14;21.53;;81.66;0.22
10/08/20 23:00;Barletta - Casardi;;26;16;0.41;19.15;18.52;;77.38;0.14
11/08/20 00:00;Barletta - Casardi;;26;16;0.21;19.41;19.09;;61.96;0.02
11/08/20 01:00;Barletta - Casardi;;29;19;0.20;23.80;23.54;;51.51;0.22
11/08/20 02:00;Barletta - Casardi;;29;19;0.31;15.58;15.11;;53.28;0.10
11/08/20 03:00;Barletta - Casardi;;29;19;;;;;53.42;0.18
11/08/20 04:00;Barletta - Casardi;;29;19;0.23;12.48;12.15;;51.78;0.10
11/08/20 05:00;Barletta - Casardi;;29;19;0.44;17.55;16.88;;;0.12
11/08/20 06:00;Barletta - Casardi;;29;19;0.75;24.06;22.91;;44.72;0.13
11/08/20 07:00;Barletta - Casardi;;29;19;2.08;26.43;23.26;;51.19;0.17
11/08/20 08:00;Barletta - Casardi;;29;19;3.27;29.16;24.14;;62.33;0.14
11/08/20 09:00;Barletta - Casardi;;29;19;1.65;17.06;14.54;;83.00;0.17
11/08/20 10:00;Barletta - Casardi;;29;19;2.22;21.16;17.76;;88.35;0.09
11/08/20 11:00;Barletta - Casardi;;29;19;0.86;12.84;11.51;;98.77;0.12
11/08/20 12:00;Barletta - Casardi;;29;19;1.30;12.83;10.84;;92.48;
11/08/20 13:00;Barletta - Casardi;;29;19;0.82;10.06;8.81;;99.89;0.08
11/08/20 14:00;Barletta - Casardi;;29;19;0.36;5.32;4.76;;102.08;
11/08/20 15:00;Barletta - Casardi;;29;19;0.32;5.36;4.87;;101.12;
11/08/20 16:00;Barletta - Casardi;;29;19;0.53;5.84;5.02;;103.84;
11/08/20 17:00;Barletta - Casardi;;29;19;0.62;7.58;6.64;;105.36;
11/08/20 18:00;Barletta - Casardi;;29;19;0.70;10.89;9.81;;99.86;0.06
11/08/20 19:00;Barletta - Casardi;;29;19;0.49;13.62;12.87;;94.89;0.13
11/08/20 20:00;Barletta - Casardi;;29;19;0.33;19.55;19.03;;84.29;
11/08/20 21:00;Barletta - Casardi;;29;19;0.33;35.91;35.40;;57.62;0.17
11/08/20 22:00;Barletta - Casardi;;29;19;0.37;28.16;27.59;;63.35;0.30
11/08/20 23:00;Barletta - Casardi;;29;19;0.36;38.62;38.09;;42.44;0.24
12/08/20 00:00;Barletta - Casardi;;29;19;0.50;26.93;26.16;;41.74;0.39
12/08/20 01:00;Barletta - Casardi;;26;18;0.38;20.24;19.66;;43.12;0.24
12/08/20 02:00;Barletta - Casardi;;26;18;0.27;15.31;14.90;;49.90;0.08
12/08/20 03:00;Barletta - Casardi;;26;18;0.26;10.35;9.95;;56.63;0.06
12/08/20 04:00;Barletta - Casardi;;26;18;0.58;15.43;14.55;;48.99;
12/08/20 05:00;Barletta - Casardi;;26;18;0.53;23.21;22.41;;39.92;0.02
12/08/20 06:00;Barletta - Casardi;;26;18;1.12;26.73;25.02;;46.51;
12/08/20 07:00;Barletta - Casardi;;26;18;2.62;33.48;29.46;;52.20;
12/08/20 08:00;Barletta - Casardi;;26;18;3.56;35.48;30.03;;62.72;
12/08/20 09:00;Barletta - Casardi;;26;18;2.31;24.90;21.35;;82.81;
12/08/20 10:00;Barletta - Casardi;;26;18;2.51;28.90;25.05;;90.66;
12/08/20 11:00;Barletta - Casardi;;26;18;2.26;22.49;19.03;;97.73;
12/08/20 12:00;Barletta - Casardi;;26;18;1.12;13.58;11.85;;106.36;
12/08/20 13:00;Barletta - Casardi;;26;18;0.64;8.32;7.36;;104.84;
12/08/20 14:00;Barletta - Casardi;;26;18;0.44;6.30;5.64;;102.25;
12/08/20 15:00;Barletta - Casardi;;26;18;0.37;5.76;5.20;;102.14;
12/08/20 16:00;Barletta - Casardi;;26;18;0.44;6.26;5.59;;100.99;
12/08/20 17:00;Barletta - Casardi;;26;18;0.48;7.09;6.36;;97.80;
12/08/20 18:00;Barletta - Casardi;;26;18;0.42;8.48;7.83;;94.78;
12/08/20 19:00;Barletta - Casardi;;26;18;0.37;10.80;10.23;;106.11;
12/08/20 20:00;Barletta - Casardi;;26;18;0.28;15.25;14.84;;95.95;
12/08/20 21:00;Barletta - Casardi;;26;18;0.27;20.82;20.40;;80.38;
12/08/20 22:00;Barletta - Casardi;;26;18;0.21;22.79;22.49;;73.68;
12/08/20 23:00;Barletta - Casardi;;26;18;0.39;26.24;25.63;;64.83;
13/08/20 00:00;Barletta - Casardi;;26;18;0.58;39.78;38.90;;38.95;
13/08/20 01:00;Barletta - Casardi;;29;17;0.41;20.83;20.20;;45.02;
13/08/20 02:00;Barletta - Casardi;;29;17;0.35;15.63;15.11;;49.61;
13/08/20 03:00;Barletta - Casardi;;29;17;;;;;51.40;
13/08/20 04:00;Barletta - Casardi;;29;17;0.26;13.04;12.63;;48.90;
13/08/20 05:00;Barletta - Casardi;;29;17;0.49;18.38;17.61;;;
13/08/20 06:00;Barletta - Casardi;;29;17;0.70;22.01;20.93;;46.25;
13/08/20 07:00;Barletta - Casardi;;29;17;2.14;28.71;25.41;;47.65;
13/08/20 08:00;Barletta - Casardi;;29;17;2.62;28.76;24.75;;62.36;
13/08/20 09:00;Barletta - Casardi;;29;17;1.97;21.18;18.15;;82.75;
13/08/20 10:00;Barletta - Casardi;;29;17;1.63;18.95;16.46;;93.71;
13/08/20 11:00;Barletta - Casardi;;29;17;1.37;17.01;14.91;;105.58;
13/08/20 12:00;Barletta - Casardi;;29;17;1.17;14.72;12.93;;118.09;
13/08/20 13:00;Barletta - Casardi;;29;17;0.75;10.64;9.50;;111.08;
13/08/20 14:00;Barletta - Casardi;;29;17;0.42;5.30;4.67;;105.07;
13/08/20 15:00;Barletta - Casardi;;29;17;0.49;4.64;3.89;;99.17;
13/08/20 16:00;Barletta - Casardi;;29;17;0.51;5.28;4.52;;94.22;
13/08/20 17:00;Barletta - Casardi;;29;17;0.49;6.92;6.18;;98.00;
13/08/20 18:00;Barletta - Casardi;;29;17;0.49;9.54;8.79;;99.37;
13/08/20 19:00;Barletta - Casardi;;29;17;0.63;15.06;14.10;;94.25;
13/08/20 20:00;Barletta - Casardi;;29;17;0.36;25.89;25.33;;81.41;
13/08/20 21:00;Barletta - Casardi;;29;17;0.44;35.31;34.64;;62.48;
13/08/20 22:00;Barletta - Casardi;;29;17;0.37;41.89;41.33;;44.94;
13/08/20 23:00;Barletta - Casardi;;29;17;0.40;31.41;30.81;;47.81;
14/08/20 00:00;Barletta - Casardi;;29;17;0.52;30.00;29.21;;42.55;
14/08/20 01:00;Barletta - Casardi;;29;19;0.30;20.00;19.54;;;
14/08/20 02:00;Barletta - Casardi;;29;19;0.42;22.11;21.47;;;
14/08/20 03:00;Barletta - Casardi;;29;19;0.37;21.32;20.77;;;
14/08/20 04:00;Barletta - Casardi;;29;19;0.24;17.35;16.98;;;
14/08/20 05:00;Barletta - Casardi;;29;19;0.92;36.71;35.30;;;
14/08/20 06:00;Barletta - Casardi;;29;19;6.74;64.29;53.95;;;
14/08/20 07:00;Barletta - Casardi;;29;19;6.30;59.78;50.11;;;
